_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
12764,2019Q4,S08000022,S92000003,d,Breast,"",65,"",59,""
12765,2019Q4,S08000022,S92000003,d,Cervical,"",3,"",3,""
12766,2019Q4,S08000022,S92000003,d,Colorectal,"",55,"",54,""
12767,2019Q4,S08000022,S92000003,d,Head & Neck,"",14,"",14,""
12768,2019Q4,S08000022,S92000003,d,Lung,"",50,"",50,""
12769,2019Q4,S08000022,S92000003,d,Lymphoma,"",9,"",9,""
12770,2019Q4,S08000022,S92000003,d,Melanoma,"",20,"",19,""
12771,2019Q4,S08000022,S92000003,d,Ovarian,"",6,"",6,""
12772,2019Q4,S08000022,S92000003,d,Upper GI,"",37,"",37,""
12773,2019Q4,S08000022,S92000003,d,Urological,"",90,"",87,""
12774,2019Q4,S08000024,S92000003,d,Breast,"",248,"",243,""
12775,2019Q4,S08000024,S92000003,d,Cervical,"",12,"",12,""
12776,2019Q4,S08000024,S92000003,d,Colorectal,"",122,"",103,""
12777,2019Q4,S08000024,S92000003,d,Head & Neck,"",41,"",41,""
12778,2019Q4,S08000024,S92000003,d,Lung,"",157,"",157,""
12779,2019Q4,S08000024,S92000003,d,Lymphoma,"",33,"",33,""
12780,2019Q4,S08000024,S92000003,d,Melanoma,"",52,"",50,""
12781,2019Q4,S08000024,S92000003,d,Ovarian,"",11,"",11,""
12782,2019Q4,S08000024,S92000003,d,Upper GI,"",102,"",102,""
12783,2019Q4,S08000024,S92000003,d,Urological,"",197,"",178,""
12784,2019Q4,S08000025,S92000003,d,Colorectal,"",9,"",9,""
12785,2019Q4,S08000025,S92000003,d,Lung,"",2,"",2,""
12786,2019Q4,S08000025,S92000003,d,Melanoma,"",1,"",1,""
12787,2019Q4,S08000025,S92000003,d,Ovarian,"",1,"",1,""
12788,2019Q4,S08000025,S92000003,d,Upper GI,"",2,"",2,""
12789,2019Q4,S08000025,S92000003,d,Urological,"",3,"",2,""
12790,2019Q4,S08000026,S92000003,d,Breast,"",3,"",3,""
12791,2019Q4,S08000026,S92000003,d,Colorectal,"",3,"",3,""
12792,2019Q4,S08000026,S92000003,d,Lung,"",2,"",2,""
12793,2019Q4,S08000026,S92000003,d,Lymphoma,"",2,"",2,""
12794,2019Q4,S08000026,S92000003,d,Melanoma,"",1,"",1,""
12795,2019Q4,S08000026,S92000003,d,Ovarian,"",1,"",1,""
12796,2019Q4,S08000026,S92000003,d,Upper GI,"",3,"",3,""
12797,2019Q4,S08000026,S92000003,d,Urological,"",6,"",6,""
12798,2019Q4,S08000028,S92000003,d,Breast,"",1,"",1,""
12799,2019Q4,S08000028,S92000003,d,Colorectal,"",6,"",6,""
12800,2019Q4,S08000028,S92000003,d,Head & Neck,"",2,"",2,""
12801,2019Q4,S08000028,S92000003,d,Lung,"",9,"",9,""
12802,2019Q4,S08000028,S92000003,d,Lymphoma,"",1,"",1,""
12803,2019Q4,S08000028,S92000003,d,Melanoma,"",3,"",3,""
12804,2019Q4,S08000028,S92000003,d,Ovarian,"",1,"",1,""
12805,2019Q4,S08000028,S92000003,d,Upper GI,"",7,"",7,""
12806,2019Q4,S08000028,S92000003,d,Urological,"",11,"",11,""
12807,2019Q4,S08000029,S92000003,d,Breast,"",49,"",47,""
12808,2019Q4,S08000029,S92000003,d,Cervical,"",3,"",3,""
12809,2019Q4,S08000029,S92000003,d,Colorectal,"",56,"",56,""
12810,2019Q4,S08000029,S92000003,d,Head & Neck,"",11,"",11,""
12811,2019Q4,S08000029,S92000003,d,Lung,"",88,"",87,""
12812,2019Q4,S08000029,S92000003,d,Lymphoma,"",17,"",17,""
12813,2019Q4,S08000029,S92000003,d,Melanoma,"",21,"",20,""
12814,2019Q4,S08000029,S92000003,d,Ovarian,"",4,"",4,""
12815,2019Q4,S08000029,S92000003,d,Upper GI,"",54,"",54,""
12816,2019Q4,S08000029,S92000003,d,Urological,"",102,"",98,""
12817,2019Q4,S08000030,S92000003,d,Breast,"",108,"",107,""
12818,2019Q4,S08000030,S92000003,d,Cervical,"",5,"",5,""
12819,2019Q4,S08000030,S92000003,d,Colorectal,"",70,"",70,""
12820,2019Q4,S08000030,S92000003,d,Head & Neck,"",16,"",14,""
12821,2019Q4,S08000030,S92000003,d,Lung,"",87,"",87,""
12822,2019Q4,S08000030,S92000003,d,Lymphoma,"",19,"",19,""
12823,2019Q4,S08000030,S92000003,d,Melanoma,"",23,"",21,""
12824,2019Q4,S08000030,S92000003,d,Ovarian,"",10,"",9,""
12825,2019Q4,S08000030,S92000003,d,Upper GI,"",62,"",62,""
12826,2019Q4,S08000030,S92000003,d,Urological,"",121,"",119,""
12827,2019Q4,S08000031,S92000003,d,Breast,"",374,"",350,""
12828,2019Q4,S08000031,S92000003,d,Cervical,"",19,"",19,""
12829,2019Q4,S08000031,S92000003,d,Colorectal,"",222,"",212,""
12830,2019Q4,S08000031,S92000003,d,Head & Neck,"",81,"",80,""
12831,2019Q4,S08000031,S92000003,d,Lung,"",316,"",312,""
12832,2019Q4,S08000031,S92000003,d,Lymphoma,"",61,"",61,""
12833,2019Q4,S08000031,S92000003,d,Melanoma,"",103,"",101,""
12834,2019Q4,S08000031,S92000003,d,Ovarian,"",32,"",30,""
12835,2019Q4,S08000031,S92000003,d,Upper GI,"",137,"",134,""
12836,2019Q4,S08000031,S92000003,d,Urological,"",360,"",339,""
12837,2019Q4,S08000032,S92000003,d,Breast,"",86,"",85,""
12838,2019Q4,S08000032,S92000003,d,Cervical,"",4,"",4,""
12839,2019Q4,S08000032,S92000003,d,Colorectal,"",83,"",81,""
12840,2019Q4,S08000032,S92000003,d,Head & Neck,"",17,"",17,""
12841,2019Q4,S08000032,S92000003,d,Lung,"",151,"",151,""
12842,2019Q4,S08000032,S92000003,d,Lymphoma,"",29,"",29,""
12843,2019Q4,S08000032,S92000003,d,Melanoma,"",36,"",35,""
12844,2019Q4,S08000032,S92000003,d,Ovarian,"",19,"",18,""
12845,2019Q4,S08000032,S92000003,d,Upper GI,"",52,"",52,""
12846,2019Q4,S08000032,S92000003,d,Urological,"",68,"",68,""
12847,2020Q1,S08000015,S92000003,d,Breast,"",128,"",127,""
12848,2020Q1,S08000015,S92000003,d,Cervical,"",8,"",6,""
12849,2020Q1,S08000015,S92000003,d,Colorectal,"",59,"",58,""
12850,2020Q1,S08000015,S92000003,d,Head & Neck,"",17,"",17,""
12851,2020Q1,S08000015,S92000003,d,Lung,"",52,"",52,""
12852,2020Q1,S08000015,S92000003,d,Lymphoma,"",13,"",12,""
12853,2020Q1,S08000015,S92000003,d,Melanoma,"",23,"",23,""
12854,2020Q1,S08000015,S92000003,d,Ovarian,"",6,"",6,""
12855,2020Q1,S08000015,S92000003,d,Upper GI,"",58,"",58,""
12856,2020Q1,S08000015,S92000003,d,Urological,"",73,"",72,""
12857,2020Q1,S08000016,S92000003,d,Breast,"",17,"",17,""
12858,2020Q1,S08000016,S92000003,d,Cervical,"",1,"",1,""
12859,2020Q1,S08000016,S92000003,d,Colorectal,"",14,"",14,""
12860,2020Q1,S08000016,S92000003,d,Head & Neck,"",6,"",6,""
12861,2020Q1,S08000016,S92000003,d,Lung,"",12,"",12,""
12862,2020Q1,S08000016,S92000003,d,Lymphoma,"",6,"",6,""
12863,2020Q1,S08000016,S92000003,d,Melanoma,"",4,"",4,""
12864,2020Q1,S08000016,S92000003,d,Ovarian,"",5,"",5,""
12865,2020Q1,S08000016,S92000003,d,Upper GI,"",18,"",18,""
12866,2020Q1,S08000016,S92000003,d,Urological,"",13,"",13,""
12867,2020Q1,S08000017,S92000003,d,Breast,"",21,"",21,""
12868,2020Q1,S08000017,S92000003,d,Colorectal,"",40,"",40,""
12869,2020Q1,S08000017,S92000003,d,Head & Neck,"",5,"",5,""
12870,2020Q1,S08000017,S92000003,d,Lung,"",34,"",34,""
12871,2020Q1,S08000017,S92000003,d,Lymphoma,"",13,"",13,""
12872,2020Q1,S08000017,S92000003,d,Melanoma,"",8,"",8,""
12873,2020Q1,S08000017,S92000003,d,Ovarian,"",6,"",6,""
12874,2020Q1,S08000017,S92000003,d,Upper GI,"",40,"",40,""
12875,2020Q1,S08000017,S92000003,d,Urological,"",58,"",56,""
12876,2020Q1,S08000019,S92000003,d,Breast,"",57,"",57,""
12877,2020Q1,S08000019,S92000003,d,Cervical,"",3,"",3,""
12878,2020Q1,S08000019,S92000003,d,Colorectal,"",63,"",60,""
12879,2020Q1,S08000019,S92000003,d,Head & Neck,"",14,"",14,""
12880,2020Q1,S08000019,S92000003,d,Lung,"",55,"",52,""
12881,2020Q1,S08000019,S92000003,d,Lymphoma,"",22,"",22,""
12882,2020Q1,S08000019,S92000003,d,Melanoma,"",20,"",17,""
12883,2020Q1,S08000019,S92000003,d,Ovarian,"",7,"",7,""
12884,2020Q1,S08000019,S92000003,d,Upper GI,"",32,"",32,""
12885,2020Q1,S08000019,S92000003,d,Urological,"",107,"",106,""
12886,2020Q1,S08000020,S92000003,d,Breast,"",125,"",121,""
12887,2020Q1,S08000020,S92000003,d,Cervical,"",5,"",5,""
12888,2020Q1,S08000020,S92000003,d,Colorectal,"",102,"",92,""
12889,2020Q1,S08000020,S92000003,d,Head & Neck,"",38,"",37,""
12890,2020Q1,S08000020,S92000003,d,Lung,"",104,"",104,""
12891,2020Q1,S08000020,S92000003,d,Lymphoma,"",31,"",31,""
12892,2020Q1,S08000020,S92000003,d,Melanoma,"",33,"",31,""
12893,2020Q1,S08000020,S92000003,d,Ovarian,"",16,"",16,""
12894,2020Q1,S08000020,S92000003,d,Upper GI,"",94,"",93,""
12895,2020Q1,S08000020,S92000003,d,Urological,"",203,"",185,""
12896,2020Q1,S08000022,S92000003,d,Breast,"",79,"",71,""
12897,2020Q1,S08000022,S92000003,d,Cervical,"",4,"",4,""
12898,2020Q1,S08000022,S92000003,d,Colorectal,"",51,"",49,""
12899,2020Q1,S08000022,S92000003,d,Head & Neck,"",19,"",18,""
12900,2020Q1,S08000022,S92000003,d,Lung,"",50,"",50,""
12901,2020Q1,S08000022,S92000003,d,Lymphoma,"",15,"",15,""
12902,2020Q1,S08000022,S92000003,d,Melanoma,"",12,"",12,""
12903,2020Q1,S08000022,S92000003,d,Ovarian,"",1,"",1,""
12904,2020Q1,S08000022,S92000003,d,Upper GI,"",34,"",33,""
12905,2020Q1,S08000022,S92000003,d,Urological,"",76,"",66,""
12906,2020Q1,S08000024,S92000003,d,Breast,"",239,"",224,""
12907,2020Q1,S08000024,S92000003,d,Cervical,"",6,"",6,""
12908,2020Q1,S08000024,S92000003,d,Colorectal,"",122,"",102,""
12909,2020Q1,S08000024,S92000003,d,Head & Neck,"",39,"",38,""
12910,2020Q1,S08000024,S92000003,d,Lung,"",153,"",153,""
12911,2020Q1,S08000024,S92000003,d,Lymphoma,"",20,"",20,""
12912,2020Q1,S08000024,S92000003,d,Melanoma,"",25,"",24,""
12913,2020Q1,S08000024,S92000003,d,Ovarian,"",13,"",13,""
12914,2020Q1,S08000024,S92000003,d,Upper GI,"",128,"",126,""
12915,2020Q1,S08000024,S92000003,d,Urological,"",201,"",192,""
12916,2020Q1,S08000025,S92000003,d,Colorectal,"",2,"",1,""
12917,2020Q1,S08000025,S92000003,d,Lung,"",2,"",2,""
12918,2020Q1,S08000025,S92000003,d,Lymphoma,"",1,"",1,""
12919,2020Q1,S08000025,S92000003,d,Ovarian,"",1,"",1,""
12920,2020Q1,S08000025,S92000003,d,Urological,"",3,"",3,""
12921,2020Q1,S08000026,S92000003,d,Breast,"",1,"",1,""
12922,2020Q1,S08000026,S92000003,d,Colorectal,"",1,"",1,""
12923,2020Q1,S08000026,S92000003,d,Lung,"",3,"",3,""
12924,2020Q1,S08000026,S92000003,d,Lymphoma,"",1,"",1,""
12925,2020Q1,S08000026,S92000003,d,Ovarian,"",1,"",1,""
12926,2020Q1,S08000026,S92000003,d,Upper GI,"",2,"",2,""
12927,2020Q1,S08000026,S92000003,d,Urological,"",10,"",8,""
12928,2020Q1,S08000028,S92000003,d,Colorectal,"",6,"",5,""
12929,2020Q1,S08000028,S92000003,d,Head & Neck,"",4,"",4,""
12930,2020Q1,S08000028,S92000003,d,Lung,"",5,"",5,""
12931,2020Q1,S08000028,S92000003,d,Lymphoma,"",1,"",1,""
12932,2020Q1,S08000028,S92000003,d,Melanoma,"",1,"",1,""
12933,2020Q1,S08000028,S92000003,d,Upper GI,"",5,"",5,""
12934,2020Q1,S08000028,S92000003,d,Urological,"",6,"",6,""
12935,2020Q1,S08000029,S92000003,d,Breast,"",61,"",61,""
12936,2020Q1,S08000029,S92000003,d,Cervical,"",3,"",3,""
12937,2020Q1,S08000029,S92000003,d,Colorectal,"",61,"",59,""
12938,2020Q1,S08000029,S92000003,d,Head & Neck,"",13,"",13,""
12939,2020Q1,S08000029,S92000003,d,Lung,"",72,"",70,""
12940,2020Q1,S08000029,S92000003,d,Lymphoma,"",15,"",14,""
12941,2020Q1,S08000029,S92000003,d,Melanoma,"",13,"",11,""
12942,2020Q1,S08000029,S92000003,d,Ovarian,"",12,"",12,""
12943,2020Q1,S08000029,S92000003,d,Upper GI,"",35,"",35,""
12944,2020Q1,S08000029,S92000003,d,Urological,"",127,"",117,""
12945,2020Q1,S08000030,S92000003,d,Breast,"",106,"",96,""
12946,2020Q1,S08000030,S92000003,d,Cervical,"",9,"",8,""
12947,2020Q1,S08000030,S92000003,d,Colorectal,"",84,"",84,""
12948,2020Q1,S08000030,S92000003,d,Head & Neck,"",13,"",13,""
12949,2020Q1,S08000030,S92000003,d,Lung,"",90,"",89,""
12950,2020Q1,S08000030,S92000003,d,Lymphoma,"",21,"",21,""
12951,2020Q1,S08000030,S92000003,d,Melanoma,"",30,"",30,""
12952,2020Q1,S08000030,S92000003,d,Ovarian,"",11,"",11,""
12953,2020Q1,S08000030,S92000003,d,Upper GI,"",49,"",49,""
12954,2020Q1,S08000030,S92000003,d,Urological,"",140,"",139,""
12955,2020Q1,S08000031,S92000003,d,Breast,"",386,"",376,""
12956,2020Q1,S08000031,S92000003,d,Cervical,"",14,"",14,""
12957,2020Q1,S08000031,S92000003,d,Colorectal,"",197,"",183,""
12958,2020Q1,S08000031,S92000003,d,Head & Neck,"",67,"",66,""
12959,2020Q1,S08000031,S92000003,d,Lung,"",280,"",267,""
12960,2020Q1,S08000031,S92000003,d,Lymphoma,"",91,"",91,""
12961,2020Q1,S08000031,S92000003,d,Melanoma,"",88,"",88,""
12962,2020Q1,S08000031,S92000003,d,Ovarian,"",23,"",23,""
12963,2020Q1,S08000031,S92000003,d,Upper GI,"",179,"",177,""
12964,2020Q1,S08000031,S92000003,d,Urological,"",347,"",313,""
12965,2020Q1,S08000032,S92000003,d,Breast,"",95,"",95,""
12966,2020Q1,S08000032,S92000003,d,Cervical,"",9,"",7,""
12967,2020Q1,S08000032,S92000003,d,Colorectal,"",94,"",91,""
12968,2020Q1,S08000032,S92000003,d,Head & Neck,"",20,"",20,""
12969,2020Q1,S08000032,S92000003,d,Lung,"",111,"",110,""
12970,2020Q1,S08000032,S92000003,d,Lymphoma,"",22,"",22,""
12971,2020Q1,S08000032,S92000003,d,Melanoma,"",24,"",24,""
12972,2020Q1,S08000032,S92000003,d,Ovarian,"",15,"",15,""
12973,2020Q1,S08000032,S92000003,d,Upper GI,"",84,"",84,""
12974,2020Q1,S08000032,S92000003,d,Urological,"",117,"",109,""
12975,2020Q2,S08000015,S92000003,d,Breast,"",49,"",48,""
12976,2020Q2,S08000015,S92000003,d,Cervical,"",2,"",2,""
12977,2020Q2,S08000015,S92000003,d,Colorectal,"",33,"",31,""
12978,2020Q2,S08000015,S92000003,d,Head & Neck,"",16,"",16,""
12979,2020Q2,S08000015,S92000003,d,Lung,"",53,"",53,""
12980,2020Q2,S08000015,S92000003,d,Lymphoma,"",16,"",16,""
12981,2020Q2,S08000015,S92000003,d,Melanoma,"",18,"",18,""
12982,2020Q2,S08000015,S92000003,d,Ovarian,"",10,"",10,""
12983,2020Q2,S08000015,S92000003,d,Upper GI,"",40,"",40,""
12984,2020Q2,S08000015,S92000003,d,Urological,"",69,"",69,""
12985,2020Q2,S08000016,S92000003,d,Breast,"",21,"",21,""
12986,2020Q2,S08000016,S92000003,d,Cervical,"",1,"",1,""
12987,2020Q2,S08000016,S92000003,d,Colorectal,"",31,"",30,""
12988,2020Q2,S08000016,S92000003,d,Head & Neck,"",5,"",5,""
12989,2020Q2,S08000016,S92000003,d,Lung,"",28,"",28,""
12990,2020Q2,S08000016,S92000003,d,Lymphoma,"",6,"",6,""
12991,2020Q2,S08000016,S92000003,d,Melanoma,"",3,"",3,""
12992,2020Q2,S08000016,S92000003,d,Ovarian,"",2,"",2,""
12993,2020Q2,S08000016,S92000003,d,Upper GI,"",10,"",10,""
12994,2020Q2,S08000016,S92000003,d,Urological,"",26,"",25,""
12995,2020Q2,S08000017,S92000003,d,Breast,"",22,"",22,""
12996,2020Q2,S08000017,S92000003,d,Cervical,"",3,"",3,""
12997,2020Q2,S08000017,S92000003,d,Colorectal,"",22,"",22,""
12998,2020Q2,S08000017,S92000003,d,Head & Neck,"",11,"",11,""
12999,2020Q2,S08000017,S92000003,d,Lung,"",31,"",31,""
13000,2020Q2,S08000017,S92000003,d,Lymphoma,"",11,"",11,""
13001,2020Q2,S08000017,S92000003,d,Melanoma,"",5,"",4,""
13002,2020Q2,S08000017,S92000003,d,Ovarian,"",5,"",5,""
13003,2020Q2,S08000017,S92000003,d,Upper GI,"",21,"",21,""
13004,2020Q2,S08000017,S92000003,d,Urological,"",64,"",61,""
13005,2020Q2,S08000019,S92000003,d,Breast,"",46,"",46,""
13006,2020Q2,S08000019,S92000003,d,Cervical,"",3,"",3,""
13007,2020Q2,S08000019,S92000003,d,Colorectal,"",27,"",26,""
13008,2020Q2,S08000019,S92000003,d,Head & Neck,"",15,"",15,""
13009,2020Q2,S08000019,S92000003,d,Lung,"",53,"",51,""
13010,2020Q2,S08000019,S92000003,d,Lymphoma,"",17,"",17,""
13011,2020Q2,S08000019,S92000003,d,Melanoma,"",18,"",18,""
13012,2020Q2,S08000019,S92000003,d,Ovarian,"",8,"",8,""
13013,2020Q2,S08000019,S92000003,d,Upper GI,"",37,"",37,""
13014,2020Q2,S08000019,S92000003,d,Urological,"",72,"",72,""
13015,2020Q2,S08000020,S92000003,d,Breast,"",113,"",105,""
13016,2020Q2,S08000020,S92000003,d,Cervical,"",7,"",7,""
13017,2020Q2,S08000020,S92000003,d,Colorectal,"",81,"",69,""
13018,2020Q2,S08000020,S92000003,d,Head & Neck,"",17,"",17,""
13019,2020Q2,S08000020,S92000003,d,Lung,"",97,"",96,""
13020,2020Q2,S08000020,S92000003,d,Lymphoma,"",31,"",30,""
13021,2020Q2,S08000020,S92000003,d,Melanoma,"",26,"",26,""
13022,2020Q2,S08000020,S92000003,d,Ovarian,"",8,"",7,""
13023,2020Q2,S08000020,S92000003,d,Upper GI,"",80,"",80,""
13024,2020Q2,S08000020,S92000003,d,Urological,"",165,"",155,""
13025,2020Q2,S08000022,S92000003,d,Breast,"",51,"",45,""
13026,2020Q2,S08000022,S92000003,d,Cervical,"",2,"",2,""
13027,2020Q2,S08000022,S92000003,d,Colorectal,"",36,"",35,""
13028,2020Q2,S08000022,S92000003,d,Head & Neck,"",5,"",5,""
13029,2020Q2,S08000022,S92000003,d,Lung,"",52,"",52,""
13030,2020Q2,S08000022,S92000003,d,Lymphoma,"",18,"",18,""
13031,2020Q2,S08000022,S92000003,d,Melanoma,"",12,"",11,""
13032,2020Q2,S08000022,S92000003,d,Ovarian,"",8,"",8,""
13033,2020Q2,S08000022,S92000003,d,Upper GI,"",33,"",33,""
13034,2020Q2,S08000022,S92000003,d,Urological,"",76,"",73,""
13035,2020Q2,S08000024,S92000003,d,Breast,"",172,"",172,""
13036,2020Q2,S08000024,S92000003,d,Cervical,"",7,"",7,""
13037,2020Q2,S08000024,S92000003,d,Colorectal,"",105,"",96,""
13038,2020Q2,S08000024,S92000003,d,Head & Neck,"",35,"",35,""
13039,2020Q2,S08000024,S92000003,d,Lung,"",150,"",149,""
13040,2020Q2,S08000024,S92000003,d,Lymphoma,"",49,"",49,""
13041,2020Q2,S08000024,S92000003,d,Melanoma,"",13,"",12,""
13042,2020Q2,S08000024,S92000003,d,Ovarian,"",18,"",18,""
13043,2020Q2,S08000024,S92000003,d,Upper GI,"",93,"",93,""
13044,2020Q2,S08000024,S92000003,d,Urological,"",187,"",167,""
13045,2020Q2,S08000025,S92000003,d,Colorectal,"",1,"",1,""
13046,2020Q2,S08000025,S92000003,d,Lung,"",1,"",1,""
13047,2020Q2,S08000025,S92000003,d,Melanoma,"",1,"",1,""
13048,2020Q2,S08000025,S92000003,d,Upper GI,"",1,"",1,""
13049,2020Q2,S08000025,S92000003,d,Urological,"",5,"",5,""
13050,2020Q2,S08000026,S92000003,d,Breast,"",1,"",1,""
13051,2020Q2,S08000026,S92000003,d,Colorectal,"",1,"",1,""
13052,2020Q2,S08000026,S92000003,d,Lung,"",4,"",4,""
13053,2020Q2,S08000026,S92000003,d,Melanoma,"",2,"",2,""
13054,2020Q2,S08000026,S92000003,d,Ovarian,"",1,"",1,""
13055,2020Q2,S08000026,S92000003,d,Upper GI,"",1,"",1,""
13056,2020Q2,S08000026,S92000003,d,Urological,"",4,"",2,""
13057,2020Q2,S08000028,S92000003,d,Colorectal,"",5,"",4,""
13058,2020Q2,S08000028,S92000003,d,Head & Neck,"",3,"",3,""
13059,2020Q2,S08000028,S92000003,d,Lung,"",10,"",10,""
13060,2020Q2,S08000028,S92000003,d,Lymphoma,"",3,"",3,""
13061,2020Q2,S08000028,S92000003,d,Ovarian,"",1,"",1,""
13062,2020Q2,S08000028,S92000003,d,Upper GI,"",3,"",3,""
13063,2020Q2,S08000028,S92000003,d,Urological,"",7,"",7,""
13064,2020Q2,S08000029,S92000003,d,Breast,"",45,"",42,""
13065,2020Q2,S08000029,S92000003,d,Cervical,"",4,"",4,""
13066,2020Q2,S08000029,S92000003,d,Colorectal,"",40,"",38,""
13067,2020Q2,S08000029,S92000003,d,Head & Neck,"",8,"",8,""
13068,2020Q2,S08000029,S92000003,d,Lung,"",65,"",65,""
13069,2020Q2,S08000029,S92000003,d,Lymphoma,"",16,"",16,""
13070,2020Q2,S08000029,S92000003,d,Melanoma,"",9,"",9,""
13071,2020Q2,S08000029,S92000003,d,Ovarian,"",7,"",7,""
13072,2020Q2,S08000029,S92000003,d,Upper GI,"",43,"",43,""
13073,2020Q2,S08000029,S92000003,d,Urological,"",91,"",82,""
13074,2020Q2,S08000030,S92000003,d,Breast,"",82,"",82,""
13075,2020Q2,S08000030,S92000003,d,Cervical,"",9,"",9,""
13076,2020Q2,S08000030,S92000003,d,Colorectal,"",57,"",56,""
13077,2020Q2,S08000030,S92000003,d,Head & Neck,"",23,"",23,""
13078,2020Q2,S08000030,S92000003,d,Lung,"",77,"",76,""
13079,2020Q2,S08000030,S92000003,d,Lymphoma,"",20,"",20,""
13080,2020Q2,S08000030,S92000003,d,Melanoma,"",19,"",18,""
13081,2020Q2,S08000030,S92000003,d,Ovarian,"",8,"",8,""
13082,2020Q2,S08000030,S92000003,d,Upper GI,"",55,"",54,""
13083,2020Q2,S08000030,S92000003,d,Urological,"",80,"",79,""
13084,2020Q2,S08000031,S92000003,d,Breast,"",212,"",208,""
13085,2020Q2,S08000031,S92000003,d,Cervical,"",12,"",11,""
13086,2020Q2,S08000031,S92000003,d,Colorectal,"",108,"",102,""
13087,2020Q2,S08000031,S92000003,d,Head & Neck,"",78,"",78,""
13088,2020Q2,S08000031,S92000003,d,Lung,"",238,"",237,""
13089,2020Q2,S08000031,S92000003,d,Lymphoma,"",32,"",32,""
13090,2020Q2,S08000031,S92000003,d,Melanoma,"",59,"",56,""
13091,2020Q2,S08000031,S92000003,d,Ovarian,"",19,"",19,""
13092,2020Q2,S08000031,S92000003,d,Upper GI,"",111,"",111,""
13093,2020Q2,S08000031,S92000003,d,Urological,"",288,"",273,""
13094,2020Q2,S08000032,S92000003,d,Breast,"",50,"",50,""
13095,2020Q2,S08000032,S92000003,d,Cervical,"",15,"",14,""
13096,2020Q2,S08000032,S92000003,d,Colorectal,"",51,"",45,""
13097,2020Q2,S08000032,S92000003,d,Head & Neck,"",23,"",23,""
13098,2020Q2,S08000032,S92000003,d,Lung,"",82,"",82,""
13099,2020Q2,S08000032,S92000003,d,Lymphoma,"",23,"",23,""
13100,2020Q2,S08000032,S92000003,d,Melanoma,"",26,"",26,""
13101,2020Q2,S08000032,S92000003,d,Ovarian,"",10,"",10,""
13102,2020Q2,S08000032,S92000003,d,Upper GI,"",53,"",53,""
13103,2020Q2,S08000032,S92000003,d,Urological,"",74,"",71,""
13104,2020Q3,S08000015,S92000003,d,Breast,"",49,"",48,""
13105,2020Q3,S08000015,S92000003,d,Cervical,"",5,"",5,""
13106,2020Q3,S08000015,S92000003,d,Colorectal,"",28,"",27,""
13107,2020Q3,S08000015,S92000003,d,Head & Neck,"",26,"",26,""
13108,2020Q3,S08000015,S92000003,d,Lung,"",57,"",57,""
13109,2020Q3,S08000015,S92000003,d,Lymphoma,"",10,"",10,""
13110,2020Q3,S08000015,S92000003,d,Melanoma,"",15,"",15,""
13111,2020Q3,S08000015,S92000003,d,Ovarian,"",11,"",11,""
13112,2020Q3,S08000015,S92000003,d,Upper GI,"",43,"",42,""
13113,2020Q3,S08000015,S92000003,d,Urological,"",32,"",31,""
13114,2020Q3,S08000016,S92000003,d,Breast,"",18,"",18,""
13115,2020Q3,S08000016,S92000003,d,Cervical,"",1,"",1,""
13116,2020Q3,S08000016,S92000003,d,Colorectal,"",20,"",20,""
13117,2020Q3,S08000016,S92000003,d,Head & Neck,"",3,"",3,""
13118,2020Q3,S08000016,S92000003,d,Lung,"",15,"",15,""
13119,2020Q3,S08000016,S92000003,d,Lymphoma,"",4,"",4,""
13120,2020Q3,S08000016,S92000003,d,Melanoma,"",3,"",3,""
13121,2020Q3,S08000016,S92000003,d,Ovarian,"",4,"",4,""
13122,2020Q3,S08000016,S92000003,d,Upper GI,"",11,"",11,""
13123,2020Q3,S08000016,S92000003,d,Urological,"",16,"",16,""
13124,2020Q3,S08000017,S92000003,d,Breast,"",21,"",21,""
13125,2020Q3,S08000017,S92000003,d,Cervical,"",2,"",2,""
13126,2020Q3,S08000017,S92000003,d,Colorectal,"",18,"",18,""
13127,2020Q3,S08000017,S92000003,d,Head & Neck,"",11,"",11,""
13128,2020Q3,S08000017,S92000003,d,Lung,"",33,"",33,""
13129,2020Q3,S08000017,S92000003,d,Lymphoma,"",14,"",14,""
13130,2020Q3,S08000017,S92000003,d,Melanoma,"",8,"",8,""
13131,2020Q3,S08000017,S92000003,d,Ovarian,"",2,"",2,""
13132,2020Q3,S08000017,S92000003,d,Upper GI,"",36,"",36,""
13133,2020Q3,S08000017,S92000003,d,Urological,"",43,"",43,""
13134,2020Q3,S08000019,S92000003,d,Breast,"",43,"",42,""
13135,2020Q3,S08000019,S92000003,d,Cervical,"",2,"",2,""
13136,2020Q3,S08000019,S92000003,d,Colorectal,"",24,"",23,""
13137,2020Q3,S08000019,S92000003,d,Head & Neck,"",13,"",13,""
13138,2020Q3,S08000019,S92000003,d,Lung,"",57,"",56,""
13139,2020Q3,S08000019,S92000003,d,Lymphoma,"",11,"",11,""
13140,2020Q3,S08000019,S92000003,d,Melanoma,"",14,"",14,""
13141,2020Q3,S08000019,S92000003,d,Ovarian,"",8,"",7,""
13142,2020Q3,S08000019,S92000003,d,Upper GI,"",27,"",27,""
13143,2020Q3,S08000019,S92000003,d,Urological,"",84,"",84,""
