Time_period,Geography_Level,Area_name,Specialty,Quarterly_available_staffed_bed_days,Quarterly_occupied_bed_days,Daily_average_available_staffed_beds,Daily_average_occupied_beds,Percentage_occupancy
Apr - Jun-22,NHS Lanarkshire,NHS Lanarkshire,All Specialties,186721,148519,2051.9,1632.1,79.5
Apr - Jun-17,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,322,12,3.5,0.1,3.7
Apr - Jun-17,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,282,5,3.1,0.1,1.8
Apr - Jun-17,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,479,211,5.3,2.3,44.1
Apr - Jun-17,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,1083,228,11.9,2.5,21.1
Jul - Sep-17,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,389,0,4.2,0,0
Jul - Sep-17,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,302,1,3.3,0,0.3
Jul - Sep-17,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,591,243,6.4,2.6,41.1
Jul - Sep-17,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,1282,244,13.9,2.7,19
Oct - Dec-17,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,360,2,3.9,0,0.6
Oct - Dec-17,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,284,26,3.1,0.3,9.2
Oct - Dec-17,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,580,253,6.3,2.8,43.6
Oct - Dec-17,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,1224,281,13.3,3.1,23
Jan - Mar-18,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,380,4,4.2,0,1.1
Jan - Mar-18,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,294,2,3.3,0,0.7
Jan - Mar-18,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,541,286,6,3.2,52.9
Jan - Mar-18,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,1215,292,13.5,3.2,24
Apr - Jun-18,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,446,2,4.9,0,0.4
Apr - Jun-18,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,458,3,5,0,0.7
Apr - Jun-18,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,548,223,6,2.5,40.7
Apr - Jun-18,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,1452,228,16,2.5,15.7
Jul - Sep-18,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,373,13,4.1,0.1,3.5
Jul - Sep-18,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,487,19,5.3,0.2,3.9
Jul - Sep-18,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,564,241,6.1,2.6,42.7
Jul - Sep-18,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,1424,273,15.5,3,19.2
Oct - Dec-18,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,356,2,3.9,0,0.6
Oct - Dec-18,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,482,29,5.2,0.3,6
Oct - Dec-18,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,638,274,6.9,3,42.9
Oct - Dec-18,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,1476,305,16,3.3,20.7
Jan - Mar-19,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,376,1,4.2,0,0.3
Jan - Mar-19,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,451,48,5,0.5,10.6
Jan - Mar-19,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,571,335,6.3,3.7,58.7
Jan - Mar-19,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,1398,384,15.5,4.3,27.5
Apr - Jun-19,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,398,0,4.4,0,0
Apr - Jun-19,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,469,59,5.2,0.6,12.6
Apr - Jun-19,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,523,274,5.7,3,52.4
Apr - Jun-19,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,1390,333,15.3,3.7,24
Jul - Sep-19,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,389,0,4.2,0,0
Jul - Sep-19,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,477,40,5.2,0.4,8.4
Jul - Sep-19,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,656,305,7.1,3.3,46.5
Jul - Sep-19,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,1522,345,16.5,3.8,22.7
Oct - Dec-19,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,349,6,3.8,0.1,1.7
Oct - Dec-19,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,402,26,4.4,0.3,6.5
Oct - Dec-19,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,675,378,7.3,4.1,56
Oct - Dec-19,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,1426,410,15.5,4.5,28.8
Jan - Mar-20,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,1211,5,13.3,0.1,0.4
Jan - Mar-20,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,1610,117,17.7,1.3,7.3
Jan - Mar-20,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,631,331,6.9,3.6,52.5
Jan - Mar-20,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,3452,453,37.9,5,13.1
Apr - Jun-20,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,2868,6,31.5,0.1,0.2
Apr - Jun-20,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,4002,124,44,1.4,3.1
Apr - Jun-20,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,1659,363,18.2,4,21.9
Apr - Jun-20,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,8529,493,93.7,5.4,5.8
Jul - Sep-20,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,2961,7,32.2,0.1,0.2
Jul - Sep-20,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,2083,45,22.6,0.5,2.2
Jul - Sep-20,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,720,304,7.8,3.3,42.2
Jul - Sep-20,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,5764,356,62.7,3.9,6.2
Oct - Dec-20,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,2688,22,29.2,0.2,0.8
Oct - Dec-20,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,1832,82,19.9,0.9,4.5
Oct - Dec-20,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,1519,477,16.5,5.2,31.4
Oct - Dec-20,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,6039,581,65.6,6.3,9.6
Jan - Mar-21,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,1448,24,16.1,0.3,1.7
Jan - Mar-21,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,1541,74,17.1,0.8,4.8
Jan - Mar-21,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,980,371,10.9,4.1,37.9
Jan - Mar-21,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,3969,469,44.1,5.2,11.8
Apr - Jun-21,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,1468,9,16.1,0.1,0.6
Apr - Jun-21,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,1524,36,16.7,0.4,2.4
Apr - Jun-21,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,740,344,8.1,3.8,46.5
Apr - Jun-21,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,3732,389,41,4.3,10.4
Jul - Sep-21,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,1449,25,15.8,0.3,1.7
Jul - Sep-21,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,953,57,10.4,0.6,6
Jul - Sep-21,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,826,443,9,4.8,53.6
Jul - Sep-21,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,3228,525,35.1,5.7,16.3
Oct - Dec-21,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,1436,14,15.6,0.2,1
Oct - Dec-21,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,765,99,8.3,1.1,12.9
Oct - Dec-21,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,668,250,7.3,2.7,37.4
Oct - Dec-21,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,2869,363,31.2,3.9,12.7
Jan - Mar-22,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,1442,0,16,0,0
Jan - Mar-22,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,918,70,10.2,0.8,7.6
Jan - Mar-22,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,751,347,8.3,3.9,46.2
Jan - Mar-22,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,3111,417,34.6,4.6,13.4
Apr - Jun-22,NHS Lanarkshire,University Hospital Monklands,Anaesthetics,1514,0,16.6,0,0
Apr - Jun-22,NHS Lanarkshire,University Hospital Hairmyres,Anaesthetics,645,71,7.1,0.8,11
Apr - Jun-22,NHS Lanarkshire,University Hospital Wishaw,Anaesthetics,690,374,7.6,4.1,54.2
Apr - Jun-22,NHS Lanarkshire,NHS Lanarkshire,Anaesthetics,2849,445,31.3,4.9,15.6
Apr - Jun-17,NHS Lanarkshire,University Hospital Monklands,Cardiology,1363,1259,15,13.8,92.4
Apr - Jun-17,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2261,2054,24.8,22.6,90.8
Apr - Jun-17,NHS Lanarkshire,University Hospital Wishaw,Cardiology,2783,2783,30.6,30.6,100
Apr - Jun-17,NHS Lanarkshire,NHS Lanarkshire,Cardiology,6407,6096,70.4,67,95.1
Jul - Sep-17,NHS Lanarkshire,University Hospital Monklands,Cardiology,1405,1199,15.3,13,85.3
Jul - Sep-17,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2273,2033,24.7,22.1,89.4
Jul - Sep-17,NHS Lanarkshire,University Hospital Wishaw,Cardiology,2649,2649,28.8,28.8,100
Jul - Sep-17,NHS Lanarkshire,NHS Lanarkshire,Cardiology,6327,5881,68.8,63.9,93
Oct - Dec-17,NHS Lanarkshire,University Hospital Monklands,Cardiology,1455,1331,15.8,14.5,91.5
Oct - Dec-17,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2327,2090,25.3,22.7,89.8
Oct - Dec-17,NHS Lanarkshire,University Hospital Wishaw,Cardiology,2612,2612,28.4,28.4,100
Oct - Dec-17,NHS Lanarkshire,NHS Lanarkshire,Cardiology,6394,6033,69.5,65.6,94.4
Jan - Mar-18,NHS Lanarkshire,University Hospital Monklands,Cardiology,1487,1347,16.5,15,90.6
Jan - Mar-18,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2207,1963,24.5,21.8,88.9
Jan - Mar-18,NHS Lanarkshire,University Hospital Wishaw,Cardiology,2226,2226,24.7,24.7,100
Jan - Mar-18,NHS Lanarkshire,NHS Lanarkshire,Cardiology,5920,5536,65.8,61.5,93.5
Apr - Jun-18,NHS Lanarkshire,University Hospital Monklands,Cardiology,1400,1146,15.4,12.6,81.9
Apr - Jun-18,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2509,2279,27.6,25,90.8
Apr - Jun-18,NHS Lanarkshire,University Hospital Wishaw,Cardiology,2672,2672,29.4,29.4,100
Apr - Jun-18,NHS Lanarkshire,NHS Lanarkshire,Cardiology,6581,6097,72.3,67,92.6
Jul - Sep-18,NHS Lanarkshire,University Hospital Monklands,Cardiology,1481,1164,16.1,12.7,78.6
Jul - Sep-18,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2465,2201,26.8,23.9,89.3
Jul - Sep-18,NHS Lanarkshire,University Hospital Wishaw,Cardiology,2801,2801,30.4,30.4,100
Jul - Sep-18,NHS Lanarkshire,NHS Lanarkshire,Cardiology,6747,6166,73.3,67,91.4
Oct - Dec-18,NHS Lanarkshire,University Hospital Monklands,Cardiology,1439,1307,15.6,14.2,90.8
Oct - Dec-18,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2059,1818,22.4,19.8,88.3
Oct - Dec-18,NHS Lanarkshire,University Hospital Wishaw,Cardiology,2935,2935,31.9,31.9,100
Oct - Dec-18,NHS Lanarkshire,NHS Lanarkshire,Cardiology,6433,6060,69.9,65.9,94.2
Jan - Mar-19,NHS Lanarkshire,University Hospital Monklands,Cardiology,1416,1266,15.7,14.1,89.4
Jan - Mar-19,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2214,1952,24.6,21.7,88.2
Jan - Mar-19,NHS Lanarkshire,University Hospital Wishaw,Cardiology,2862,2862,31.8,31.8,100
Jan - Mar-19,NHS Lanarkshire,NHS Lanarkshire,Cardiology,6492,6080,72.1,67.6,93.7
Apr - Jun-19,NHS Lanarkshire,University Hospital Monklands,Cardiology,1429,1323,15.7,14.5,92.6
Apr - Jun-19,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2214,1961,24.3,21.5,88.6
Apr - Jun-19,NHS Lanarkshire,University Hospital Wishaw,Cardiology,3208,3208,35.3,35.3,100
Apr - Jun-19,NHS Lanarkshire,NHS Lanarkshire,Cardiology,6851,6492,75.3,71.3,94.8
Jul - Sep-19,NHS Lanarkshire,University Hospital Monklands,Cardiology,1487,1370,16.2,14.9,92.1
Jul - Sep-19,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2035,1789,22.1,19.4,87.9
Jul - Sep-19,NHS Lanarkshire,University Hospital Wishaw,Cardiology,3323,3323,36.1,36.1,100
Jul - Sep-19,NHS Lanarkshire,NHS Lanarkshire,Cardiology,6845,6482,74.4,70.5,94.7
Oct - Dec-19,NHS Lanarkshire,University Hospital Monklands,Cardiology,1383,1227,15,13.3,88.7
Oct - Dec-19,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,1931,1666,21,18.1,86.3
Oct - Dec-19,NHS Lanarkshire,University Hospital Wishaw,Cardiology,2998,2998,32.6,32.6,100
Oct - Dec-19,NHS Lanarkshire,NHS Lanarkshire,Cardiology,6312,5891,68.6,64,93.3
Jan - Mar-20,NHS Lanarkshire,University Hospital Monklands,Cardiology,1402,1160,15.4,12.7,82.7
Jan - Mar-20,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,1909,1636,21,18,85.7
Jan - Mar-20,NHS Lanarkshire,University Hospital Wishaw,Cardiology,3025,3025,33.2,33.2,100
Jan - Mar-20,NHS Lanarkshire,NHS Lanarkshire,Cardiology,6336,5821,69.6,64,91.9
Apr - Jun-20,NHS Lanarkshire,University Hospital Monklands,Cardiology,1472,839,16.2,9.2,57
Apr - Jun-20,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2004,1480,22,16.3,73.9
Apr - Jun-20,NHS Lanarkshire,University Hospital Wishaw,Cardiology,2033,2033,22.3,22.3,100
Apr - Jun-20,NHS Lanarkshire,NHS Lanarkshire,Cardiology,5509,4352,60.5,47.8,79
Jul - Sep-20,NHS Lanarkshire,University Hospital Monklands,Cardiology,1415,1180,15.4,12.8,83.4
Jul - Sep-20,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2377,2008,25.8,21.8,84.5
Jul - Sep-20,NHS Lanarkshire,University Hospital Wishaw,Cardiology,3084,3084,33.5,33.5,100
Jul - Sep-20,NHS Lanarkshire,NHS Lanarkshire,Cardiology,6876,6272,74.7,68.2,91.2
Oct - Dec-20,NHS Lanarkshire,University Hospital Monklands,Cardiology,1424,1135,15.5,12.3,79.7
Oct - Dec-20,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,1981,1689,21.5,18.4,85.3
Oct - Dec-20,NHS Lanarkshire,University Hospital Wishaw,Cardiology,2834,2834,30.8,30.8,100
Oct - Dec-20,NHS Lanarkshire,NHS Lanarkshire,Cardiology,6239,5658,67.8,61.5,90.7
Jan - Mar-21,NHS Lanarkshire,University Hospital Monklands,Cardiology,1100,918,12.2,10.2,83.5
Jan - Mar-21,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2686,2495,29.8,27.7,92.9
Jan - Mar-21,NHS Lanarkshire,University Hospital Wishaw,Cardiology,3458,3458,38.4,38.4,100
Jan - Mar-21,NHS Lanarkshire,NHS Lanarkshire,Cardiology,7244,6871,80.5,76.3,94.9
Apr - Jun-21,NHS Lanarkshire,University Hospital Monklands,Cardiology,1377,1256,15.1,13.8,91.2
Apr - Jun-21,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2628,2374,28.9,26.1,90.3
Apr - Jun-21,NHS Lanarkshire,University Hospital Wishaw,Cardiology,3926,3926,43.1,43.1,100
Apr - Jun-21,NHS Lanarkshire,NHS Lanarkshire,Cardiology,7931,7556,87.2,83,95.3
Jul - Sep-21,NHS Lanarkshire,University Hospital Monklands,Cardiology,1360,1218,14.8,13.2,89.6
Jul - Sep-21,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2896,2609,31.5,28.4,90.1
Jul - Sep-21,NHS Lanarkshire,University Hospital Wishaw,Cardiology,3754,3754,40.8,40.8,100
Jul - Sep-21,NHS Lanarkshire,NHS Lanarkshire,Cardiology,8010,7581,87.1,82.4,94.6
Oct - Dec-21,NHS Lanarkshire,University Hospital Monklands,Cardiology,1350,1240,14.7,13.5,91.9
Oct - Dec-21,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2858,2602,31.1,28.3,91
Oct - Dec-21,NHS Lanarkshire,University Hospital Wishaw,Cardiology,3590,3590,39,39,100
Oct - Dec-21,NHS Lanarkshire,NHS Lanarkshire,Cardiology,7798,7432,84.8,80.8,95.3
Jan - Mar-22,NHS Lanarkshire,University Hospital Monklands,Cardiology,1339,1235,14.9,13.7,92.2
Jan - Mar-22,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2709,2453,30.1,27.3,90.6
Jan - Mar-22,NHS Lanarkshire,University Hospital Wishaw,Cardiology,3655,3655,40.6,40.6,100
Jan - Mar-22,NHS Lanarkshire,NHS Lanarkshire,Cardiology,7703,7343,85.6,81.6,95.3
Apr - Jun-22,NHS Lanarkshire,University Hospital Monklands,Cardiology,1325,1246,14.6,13.7,94
Apr - Jun-22,NHS Lanarkshire,University Hospital Hairmyres,Cardiology,2756,2530,30.3,27.8,91.8
Apr - Jun-22,NHS Lanarkshire,University Hospital Wishaw,Cardiology,3807,3807,41.8,41.8,100
Apr - Jun-22,NHS Lanarkshire,NHS Lanarkshire,Cardiology,7888,7583,86.7,83.3,96.1
Apr - Jun-18,NHS Lanarkshire,University Hospital Hairmyres,Cardiothoracic Surgery,6,6,0.1,0.1,100
Apr - Jun-18,NHS Lanarkshire,NHS Lanarkshire,Cardiothoracic Surgery,6,6,0.1,0.1,100
Apr - Jun-17,NHS Lanarkshire,University Hospital Monklands,Child & Adolescent Psychiatry,1,1,0,0,100
Apr - Jun-17,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,1,1,0,0,100
Jul - Sep-17,NHS Lanarkshire,University Hospital Hairmyres,Child & Adolescent Psychiatry,1,1,0,0,100
Jul - Sep-17,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,1,1,0,0,100
Oct - Dec-17,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,5,5,0.1,0.1,100
Oct - Dec-17,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,5,5,0.1,0.1,100
Jan - Mar-18,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,13,13,0.1,0.1,100
Jan - Mar-18,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,13,13,0.1,0.1,100
Apr - Jun-18,NHS Lanarkshire,University Hospital Hairmyres,Child & Adolescent Psychiatry,13,13,0.1,0.1,100
Apr - Jun-18,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,27,27,0.3,0.3,100
Apr - Jun-18,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,40,40,0.4,0.4,100
Jul - Sep-18,NHS Lanarkshire,University Hospital Hairmyres,Child & Adolescent Psychiatry,13,13,0.1,0.1,100
Jul - Sep-18,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,3,3,0,0,100
Jul - Sep-18,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,16,16,0.2,0.2,100
Oct - Dec-18,NHS Lanarkshire,University Hospital Hairmyres,Child & Adolescent Psychiatry,7,7,0.1,0.1,100
Oct - Dec-18,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,54,54,0.6,0.6,100
Oct - Dec-18,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,61,61,0.7,0.7,100
Jan - Mar-19,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,25,25,0.3,0.3,100
Jan - Mar-19,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,25,25,0.3,0.3,100
Apr - Jun-19,NHS Lanarkshire,University Hospital Hairmyres,Child & Adolescent Psychiatry,2,2,0,0,100
Apr - Jun-19,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,21,21,0.2,0.2,100
Apr - Jun-19,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,23,23,0.3,0.3,100
Jul - Sep-19,NHS Lanarkshire,University Hospital Hairmyres,Child & Adolescent Psychiatry,14,14,0.2,0.2,100
Jul - Sep-19,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,16,16,0.2,0.2,100
Jul - Sep-19,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,30,30,0.3,0.3,100
Oct - Dec-19,NHS Lanarkshire,University Hospital Hairmyres,Child & Adolescent Psychiatry,6,6,0.1,0.1,100
Oct - Dec-19,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,20,20,0.2,0.2,100
Oct - Dec-19,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,26,26,0.3,0.3,100
Jan - Mar-20,NHS Lanarkshire,University Hospital Hairmyres,Child & Adolescent Psychiatry,19,19,0.2,0.2,100
Jan - Mar-20,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,17,17,0.2,0.2,100
Jan - Mar-20,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,36,36,0.4,0.4,100
Jul - Sep-20,NHS Lanarkshire,University Hospital Hairmyres,Child & Adolescent Psychiatry,3,3,0,0,100
Jul - Sep-20,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,2,2,0,0,100
Jul - Sep-20,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,5,5,0.1,0.1,100
Jan - Mar-21,NHS Lanarkshire,University Hospital Hairmyres,Child & Adolescent Psychiatry,2,2,0,0,100
Jan - Mar-21,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,7,7,0.1,0.1,100
Jan - Mar-21,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,9,9,0.1,0.1,100
Apr - Jun-21,NHS Lanarkshire,University Hospital Hairmyres,Child & Adolescent Psychiatry,2,2,0,0,100
Apr - Jun-21,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,10,10,0.1,0.1,100
Apr - Jun-21,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,12,12,0.1,0.1,100
Jul - Sep-21,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,4,4,0,0,100
Jul - Sep-21,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,4,4,0,0,100
Oct - Dec-21,NHS Lanarkshire,University Hospital Hairmyres,Child & Adolescent Psychiatry,6,6,0.1,0.1,100
Oct - Dec-21,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,14,14,0.2,0.2,100
Oct - Dec-21,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,20,20,0.2,0.2,100
Jan - Mar-22,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,21,21,0.2,0.2,100
Jan - Mar-22,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,21,21,0.2,0.2,100
Apr - Jun-22,NHS Lanarkshire,University Hospital Hairmyres,Child & Adolescent Psychiatry,72,72,0.8,0.8,100
Apr - Jun-22,NHS Lanarkshire,University Hospital Wishaw,Child & Adolescent Psychiatry,5,5,0.1,0.1,100
Apr - Jun-22,NHS Lanarkshire,NHS Lanarkshire,Child & Adolescent Psychiatry,77,77,0.8,0.8,100
Jan - Mar-18,NHS Lanarkshire,University Hospital Wishaw,Chiropody/Podiatry,2,2,0,0,100
Jan - Mar-18,NHS Lanarkshire,NHS Lanarkshire,Chiropody/Podiatry,2,2,0,0,100
Apr - Jun-17,NHS Lanarkshire,University Hospital Hairmyres,Clinical Radiology,14,14,0.2,0.2,100
Apr - Jun-17,NHS Lanarkshire,NHS Lanarkshire,Clinical Radiology,14,14,0.2,0.2,100
Jul - Sep-17,NHS Lanarkshire,University Hospital Hairmyres,Clinical Radiology,13,13,0.1,0.1,100
Jul - Sep-17,NHS Lanarkshire,NHS Lanarkshire,Clinical Radiology,13,13,0.1,0.1,100
Oct - Dec-17,NHS Lanarkshire,University Hospital Hairmyres,Clinical Radiology,16,16,0.2,0.2,100
Oct - Dec-17,NHS Lanarkshire,NHS Lanarkshire,Clinical Radiology,16,16,0.2,0.2,100
Jan - Mar-18,NHS Lanarkshire,University Hospital Hairmyres,Clinical Radiology,4,4,0,0,100
Jan - Mar-18,NHS Lanarkshire,NHS Lanarkshire,Clinical Radiology,4,4,0,0,100
