_id,WeekEnding,HB,HBQF,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
25218,20200830,S08000031,"",Emergency,"",Cancer,"",26,43,-39.5
25219,20200830,S08000031,"",Emergency,"",Cardiology,"",73,96.5,-24.4
25220,20200830,S08000031,"",Emergency,"",Gynaecology,"",41,33.5,22.4
25221,20200830,S08000031,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",1519,1579,-3.8
25222,20200830,S08000031,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",1618,1718.5,-5.8
25223,20200830,S08000031,"",Emergency,"",Paediatrics (medical & surgical),"",254,228.5,11.2
25224,20200830,S08000031,"",Emergency,"",Paediatrics (medical),"",228,204,11.8
25225,20200830,S08000031,"",Emergency,"",Paediatrics (surgical),"",26,24.5,6.1
25226,20200830,S08000031,"",Emergency,"",Surgery,"",685,791.5,-13.5
25227,20200830,S08000031,"",Emergency,"",NA,NA,10,4,150
25228,20200830,S08000032,"",Emergency,"",Accident & Emergency,"",13,5.5,136.4
25229,20200830,S08000032,"",Emergency,"",All,d,1355,1467.5,-7.7
25230,20200830,S08000032,"",Emergency,"",Cardiology,"",93,99.5,-6.5
25231,20200830,S08000032,"",Emergency,"",Gynaecology,"",15,20,-25
25232,20200830,S08000032,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",817,857,-4.7
25233,20200830,S08000032,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",910,957,-4.9
25234,20200830,S08000032,"",Emergency,"",Paediatrics (medical & surgical),"",103,137.5,-25.1
25235,20200830,S08000032,"",Emergency,"",Paediatrics (medical),"",103,137.5,-25.1
25236,20200830,S08000032,"",Emergency,"",Surgery,"",314,347,-9.5
25237,20200830,S92000003,d,Emergency,"",Accident & Emergency,"",487,396,23
25238,20200830,S92000003,d,Emergency,"",All,d,11249,11966.5,-6
25239,20200830,S92000003,d,Emergency,"",Cancer,"",123,135.5,-9.2
25240,20200830,S92000003,d,Emergency,"",Cardiology,"",320,363.5,-12
25241,20200830,S92000003,d,Emergency,"",Community,"",167,176.5,-5.4
25242,20200830,S92000003,d,Emergency,"",Gynaecology,"",171,181.5,-5.8
25243,20200830,S92000003,d,Emergency,"",Medical (excl. Cardiology & Cancer),"",5989,6326,-5.3
25244,20200830,S92000003,d,Emergency,"",Medical (incl. Cardiology & Cancer),"",6432,6825,-5.8
25245,20200830,S92000003,d,Emergency,"",Paediatrics (medical & surgical),"",1117,1230.5,-9.2
25246,20200830,S92000003,d,Emergency,"",Paediatrics (medical),"",1055,1168,-9.7
25247,20200830,S92000003,d,Emergency,"",Paediatrics (surgical),"",62,62.5,-0.8
25248,20200830,S92000003,d,Emergency,"",Surgery,"",2861,3146.5,-9.1
25249,20200830,S92000003,d,Emergency,"",NA,NA,13,9.5,36.8
25250,20200830,NA,NA,Emergency,"",All,d,9,15,-40
25251,20200830,NA,NA,Emergency,"",Cardiology,"",8,11.5,-30.4
25252,20200830,NA,NA,Emergency,"",Medical (incl. Cardiology & Cancer),"",8,11.5,-30.4
25253,20200906,S08000015,"",Emergency,"",Accident & Emergency,"",15,22.5,-33.3
25254,20200906,S08000015,"",Emergency,"",All,d,922,1060.5,-13.1
25255,20200906,S08000015,"",Emergency,"",Cardiology,"",6,7,-14.3
25256,20200906,S08000015,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",560,635,-11.8
25257,20200906,S08000015,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",566,642,-11.8
25258,20200906,S08000015,"",Emergency,"",Paediatrics (medical & surgical),"",79,157,-49.7
25259,20200906,S08000015,"",Emergency,"",Paediatrics (medical),"",79,157,-49.7
25260,20200906,S08000015,"",Emergency,"",Surgery,"",257,234,9.8
25261,20200906,S08000015,"",Emergency,"",NA,NA,5,5,0
25262,20200906,S08000016,"",Emergency,"",All,d,206,231.5,-11
25263,20200906,S08000016,"",Emergency,"",Cardiology,"",6,12.5,-52
25264,20200906,S08000016,"",Emergency,"",Community,"",6,4,50
25265,20200906,S08000016,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",122,121,0.8
25266,20200906,S08000016,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",128,133.5,-4.1
25267,20200906,S08000016,"",Emergency,"",Paediatrics (medical & surgical),"",20,33,-39.4
25268,20200906,S08000016,"",Emergency,"",Paediatrics (medical),"",20,33,-39.4
25269,20200906,S08000016,"",Emergency,"",Surgery,"",52,60.5,-14
25270,20200906,S08000017,"",Emergency,"",All,d,324,364,-11
25271,20200906,S08000017,"",Emergency,"",Community,"",21,20.5,2.4
25272,20200906,S08000017,"",Emergency,"",Gynaecology,"",10,14.5,-31
25273,20200906,S08000017,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",186,191,-2.6
25274,20200906,S08000017,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",187,191.5,-2.3
25275,20200906,S08000017,"",Emergency,"",Paediatrics (medical & surgical),"",30,36.5,-17.8
25276,20200906,S08000017,"",Emergency,"",Paediatrics (medical),"",30,36.5,-17.8
25277,20200906,S08000017,"",Emergency,"",Surgery,"",76,101,-24.8
25278,20200906,S08000019,"",Emergency,"",Accident & Emergency,"",5,8,-37.5
25279,20200906,S08000019,"",Emergency,"",All,d,603,700,-13.9
25280,20200906,S08000019,"",Emergency,"",Gynaecology,"",19,21,-9.5
25281,20200906,S08000019,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",360,421,-14.5
25282,20200906,S08000019,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",360,424,-15.1
25283,20200906,S08000019,"",Emergency,"",Paediatrics (medical & surgical),"",59,79.5,-25.8
25284,20200906,S08000019,"",Emergency,"",Paediatrics (medical),"",59,78.5,-24.8
25285,20200906,S08000019,"",Emergency,"",Surgery,"",160,167.5,-4.5
25286,20200906,S08000020,"",Emergency,"",Accident & Emergency,"",21,52.5,-60
25287,20200906,S08000020,"",Emergency,"",All,d,946,988,-4.3
25288,20200906,S08000020,"",Emergency,"",Cancer,"",21,24.5,-14.3
25289,20200906,S08000020,"",Emergency,"",Cardiology,"",32,31.5,1.6
25290,20200906,S08000020,"",Emergency,"",Community,"",38,44,-13.6
25291,20200906,S08000020,"",Emergency,"",Gynaecology,"",6,10.5,-42.9
25292,20200906,S08000020,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",459,399,15
25293,20200906,S08000020,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",512,455,12.5
25294,20200906,S08000020,"",Emergency,"",Paediatrics (medical & surgical),"",116,120.5,-3.7
25295,20200906,S08000020,"",Emergency,"",Paediatrics (medical),"",108,113,-4.4
25296,20200906,S08000020,"",Emergency,"",Paediatrics (surgical),"",8,7.5,6.7
25297,20200906,S08000020,"",Emergency,"",Surgery,"",253,304.5,-16.9
25298,20200906,S08000022,"",Emergency,"",All,d,627,623.5,0.6
25299,20200906,S08000022,"",Emergency,"",Cardiology,"",5,3.5,42.9
25300,20200906,S08000022,"",Emergency,"",Community,"",78,82,-4.9
25301,20200906,S08000022,"",Emergency,"",Gynaecology,"",17,15,13.3
25302,20200906,S08000022,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",318,296,7.4
25303,20200906,S08000022,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",323,300.5,7.5
25304,20200906,S08000022,"",Emergency,"",Paediatrics (medical & surgical),"",69,61,13.1
25305,20200906,S08000022,"",Emergency,"",Paediatrics (medical),"",69,61,13.1
25306,20200906,S08000022,"",Emergency,"",Surgery,"",140,165,-15.2
25307,20200906,S08000024,"",Emergency,"",Accident & Emergency,"",205,127,61.4
25308,20200906,S08000024,"",Emergency,"",All,d,1815,1675.5,8.3
25309,20200906,S08000024,"",Emergency,"",Cancer,"",77,52,48.1
25310,20200906,S08000024,"",Emergency,"",Cardiology,"",37,36.5,1.4
25311,20200906,S08000024,"",Emergency,"",Community,"",7,0,8000
25312,20200906,S08000024,"",Emergency,"",Gynaecology,"",26,29.5,-11.9
25313,20200906,S08000024,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",914,813.5,12.4
25314,20200906,S08000024,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",1028,902,14
25315,20200906,S08000024,"",Emergency,"",Paediatrics (medical & surgical),"",123,158,-22.2
25316,20200906,S08000024,"",Emergency,"",Paediatrics (medical),"",108,141.5,-23.7
25317,20200906,S08000024,"",Emergency,"",Paediatrics (surgical),"",15,16.5,-9.1
25318,20200906,S08000024,"",Emergency,"",Surgery,"",426,459,-7.2
25319,20200906,S08000025,"",Emergency,"",All,d,39,38,2.6
25320,20200906,S08000025,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",22,19.5,12.8
25321,20200906,S08000025,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",22,20,10
25322,20200906,S08000025,"",Emergency,"",Surgery,"",16,18,-11.1
25323,20200906,S08000026,"",Emergency,"",All,d,35,30.5,14.8
25324,20200906,S08000026,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",18,24,-25
25325,20200906,S08000026,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",18,24,-25
25326,20200906,S08000026,"",Emergency,"",Surgery,"",17,6.5,161.5
25327,20200906,S08000028,"",Emergency,"",All,d,38,55,-30.9
25328,20200906,S08000028,"",Emergency,"",Community,"",5,7,-28.6
25329,20200906,S08000028,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",29,28.5,1.8
25330,20200906,S08000028,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",29,28.5,1.8
25331,20200906,S08000029,"",Emergency,"",Accident & Emergency,"",64,53,20.8
25332,20200906,S08000029,"",Emergency,"",All,d,747,764.5,-2.3
25333,20200906,S08000029,"",Emergency,"",Cardiology,"",22,22,0
25334,20200906,S08000029,"",Emergency,"",Community,"",12,5,140
25335,20200906,S08000029,"",Emergency,"",Gynaecology,"",25,20.5,22
25336,20200906,S08000029,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",408,425,-4
25337,20200906,S08000029,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",430,447,-3.8
25338,20200906,S08000029,"",Emergency,"",Paediatrics (medical & surgical),"",42,79.5,-47.2
25339,20200906,S08000029,"",Emergency,"",Paediatrics (medical),"",42,79.5,-47.2
25340,20200906,S08000029,"",Emergency,"",Surgery,"",174,159.5,9.1
25341,20200906,S08000030,"",Emergency,"",Accident & Emergency,"",83,73,13.7
25342,20200906,S08000030,"",Emergency,"",All,d,966,1004.5,-3.8
25343,20200906,S08000030,"",Emergency,"",Cancer,"",15,19,-21.1
25344,20200906,S08000030,"",Emergency,"",Cardiology,"",16,21.5,-25.6
25345,20200906,S08000030,"",Emergency,"",Gynaecology,"",12,17.5,-31.4
25346,20200906,S08000030,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",508,499.5,1.7
25347,20200906,S08000030,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",539,540,-0.2
25348,20200906,S08000030,"",Emergency,"",Paediatrics (medical & surgical),"",84,115.5,-27.3
25349,20200906,S08000030,"",Emergency,"",Paediatrics (medical),"",84,115.5,-27.3
25350,20200906,S08000030,"",Emergency,"",Surgery,"",244,246,-0.8
25351,20200906,S08000031,"",Emergency,"",Accident & Emergency,"",53,39.5,34.2
25352,20200906,S08000031,"",Emergency,"",All,d,2499,2729.5,-8.4
25353,20200906,S08000031,"",Emergency,"",Cancer,"",28,26,7.7
25354,20200906,S08000031,"",Emergency,"",Cardiology,"",79,80,-1.2
25355,20200906,S08000031,"",Emergency,"",Gynaecology,"",31,35.5,-12.7
25356,20200906,S08000031,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",1496,1556.5,-3.9
25357,20200906,S08000031,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",1603,1662.5,-3.6
25358,20200906,S08000031,"",Emergency,"",Paediatrics (medical & surgical),"",197,213.5,-7.7
25359,20200906,S08000031,"",Emergency,"",Paediatrics (medical),"",171,198,-13.6
25360,20200906,S08000031,"",Emergency,"",Paediatrics (surgical),"",26,15.5,67.7
25361,20200906,S08000031,"",Emergency,"",Surgery,"",611,777,-21.4
25362,20200906,S08000032,"",Emergency,"",Accident & Emergency,"",12,2,500
25363,20200906,S08000032,"",Emergency,"",All,d,1341,1443.5,-7.1
25364,20200906,S08000032,"",Emergency,"",Cardiology,"",85,72,18.1
25365,20200906,S08000032,"",Emergency,"",Gynaecology,"",21,25,-16
25366,20200906,S08000032,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",836,871,-4
25367,20200906,S08000032,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",921,943.5,-2.4
25368,20200906,S08000032,"",Emergency,"",Paediatrics (medical & surgical),"",66,127,-48
25369,20200906,S08000032,"",Emergency,"",Paediatrics (medical),"",66,127,-48
25370,20200906,S08000032,"",Emergency,"",Surgery,"",320,346,-7.5
25371,20200906,S92000003,d,Emergency,"",Accident & Emergency,"",458,377.5,21.3
25372,20200906,S92000003,d,Emergency,"",All,d,11125,11722.5,-5.1
25373,20200906,S92000003,d,Emergency,"",Cancer,"",141,123.5,14.2
25374,20200906,S92000003,d,Emergency,"",Cardiology,"",306,300.5,1.8
25375,20200906,S92000003,d,Emergency,"",Community,"",171,175,-2.3
25376,20200906,S92000003,d,Emergency,"",Gynaecology,"",169,189.5,-10.8
25377,20200906,S92000003,d,Emergency,"",Medical (excl. Cardiology & Cancer),"",6236,6300.5,-1
25378,20200906,S92000003,d,Emergency,"",Medical (incl. Cardiology & Cancer),"",6683,6724.5,-0.6
25379,20200906,S92000003,d,Emergency,"",Paediatrics (medical & surgical),"",885,1185,-25.3
25380,20200906,S92000003,d,Emergency,"",Paediatrics (medical),"",836,1144.5,-27
25381,20200906,S92000003,d,Emergency,"",Paediatrics (surgical),"",49,40.5,21
25382,20200906,S92000003,d,Emergency,"",Surgery,"",2749,3063,-10.3
25383,20200906,S92000003,d,Emergency,"",NA,NA,10,6.5,53.8
25384,20200906,NA,NA,Emergency,"",All,d,17,14,21.4
25385,20200906,NA,NA,Emergency,"",Cardiology,"",17,10.5,61.9
25386,20200906,NA,NA,Emergency,"",Medical (incl. Cardiology & Cancer),"",17,10.5,61.9
25387,20200913,S08000015,"",Emergency,"",Accident & Emergency,"",18,22,-18.2
25388,20200913,S08000015,"",Emergency,"",All,d,944,993,-4.9
25389,20200913,S08000015,"",Emergency,"",Cardiology,"",6,13.5,-55.6
25390,20200913,S08000015,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",638,604,5.6
25391,20200913,S08000015,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",644,617.5,4.3
25392,20200913,S08000015,"",Emergency,"",Paediatrics (medical & surgical),"",68,133.5,-49.1
25393,20200913,S08000015,"",Emergency,"",Paediatrics (medical),"",68,133.5,-49.1
25394,20200913,S08000015,"",Emergency,"",Surgery,"",211,217.5,-3
25395,20200913,S08000016,"",Emergency,"",All,d,188,224.5,-16.3
25396,20200913,S08000016,"",Emergency,"",Cardiology,"",7,9.5,-26.3
25397,20200913,S08000016,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",100,120.5,-17
25398,20200913,S08000016,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",107,130,-17.7
25399,20200913,S08000016,"",Emergency,"",Paediatrics (medical & surgical),"",24,35,-31.4
25400,20200913,S08000016,"",Emergency,"",Paediatrics (medical),"",24,35,-31.4
25401,20200913,S08000016,"",Emergency,"",Surgery,"",53,57.5,-7.8
25402,20200913,S08000017,"",Emergency,"",All,d,327,346,-5.5
25403,20200913,S08000017,"",Emergency,"",Community,"",24,26.5,-9.4
25404,20200913,S08000017,"",Emergency,"",Gynaecology,"",10,13,-23.1
25405,20200913,S08000017,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",170,182.5,-6.8
25406,20200913,S08000017,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",170,183,-7.1
25407,20200913,S08000017,"",Emergency,"",Paediatrics (medical & surgical),"",35,44.5,-21.3
25408,20200913,S08000017,"",Emergency,"",Paediatrics (medical),"",35,44.5,-21.3
25409,20200913,S08000017,"",Emergency,"",Surgery,"",88,79,11.4
25410,20200913,S08000019,"",Emergency,"",All,d,579,726.5,-20.3
25411,20200913,S08000019,"",Emergency,"",Gynaecology,"",23,25.5,-9.8
25412,20200913,S08000019,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",349,423.5,-17.6
25413,20200913,S08000019,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",349,424,-17.7
25414,20200913,S08000019,"",Emergency,"",Paediatrics (medical & surgical),"",48,85.5,-43.9
25415,20200913,S08000019,"",Emergency,"",Paediatrics (medical),"",48,85.5,-43.9
25416,20200913,S08000019,"",Emergency,"",Surgery,"",155,186,-16.7
25417,20200913,S08000020,"",Emergency,"",Accident & Emergency,"",26,60.5,-57
25418,20200913,S08000020,"",Emergency,"",All,d,938,1009.5,-7.1
25419,20200913,S08000020,"",Emergency,"",Cancer,"",27,21,28.6
25420,20200913,S08000020,"",Emergency,"",Cardiology,"",39,30.5,27.9
25421,20200913,S08000020,"",Emergency,"",Community,"",30,46,-34.8
25422,20200913,S08000020,"",Emergency,"",Gynaecology,"",8,12,-33.3
25423,20200913,S08000020,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",426,428,-0.5
25424,20200913,S08000020,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",492,479.5,2.6
25425,20200913,S08000020,"",Emergency,"",Paediatrics (medical & surgical),"",105,115.5,-9.1
25426,20200913,S08000020,"",Emergency,"",Paediatrics (medical),"",93,105,-11.4
25427,20200913,S08000020,"",Emergency,"",Paediatrics (surgical),"",12,10.5,14.3
25428,20200913,S08000020,"",Emergency,"",Surgery,"",277,296,-6.4
25429,20200913,S08000022,"",Emergency,"",All,d,595,609.5,-2.4
25430,20200913,S08000022,"",Emergency,"",Cardiology,"",8,4,100
25431,20200913,S08000022,"",Emergency,"",Community,"",53,77.5,-31.6
25432,20200913,S08000022,"",Emergency,"",Gynaecology,"",13,19,-31.6
25433,20200913,S08000022,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",301,277,8.7
25434,20200913,S08000022,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",309,282,9.6
25435,20200913,S08000022,"",Emergency,"",Paediatrics (medical & surgical),"",69,61,13.1
25436,20200913,S08000022,"",Emergency,"",Paediatrics (medical),"",69,61,13.1
25437,20200913,S08000022,"",Emergency,"",Surgery,"",151,170,-11.2
25438,20200913,S08000024,"",Emergency,"",Accident & Emergency,"",232,129,79.8
25439,20200913,S08000024,"",Emergency,"",All,d,1851,1703,8.7
25440,20200913,S08000024,"",Emergency,"",Cancer,"",66,57.5,14.8
25441,20200913,S08000024,"",Emergency,"",Cardiology,"",39,34,14.7
25442,20200913,S08000024,"",Emergency,"",Gynaecology,"",27,29.5,-8.5
25443,20200913,S08000024,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",932,859.5,8.4
25444,20200913,S08000024,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",1037,951,9
25445,20200913,S08000024,"",Emergency,"",Paediatrics (medical & surgical),"",128,147,-12.9
25446,20200913,S08000024,"",Emergency,"",Paediatrics (medical),"",103,130,-20.8
25447,20200913,S08000024,"",Emergency,"",Paediatrics (surgical),"",25,17,47.1
25448,20200913,S08000024,"",Emergency,"",Surgery,"",423,446.5,-5.3
25449,20200913,S08000025,"",Emergency,"",All,d,37,31.5,17.5
25450,20200913,S08000025,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",25,21,19
25451,20200913,S08000025,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",25,21.5,16.3
25452,20200913,S08000025,"",Emergency,"",Surgery,"",12,8.5,41.2
25453,20200913,S08000026,"",Emergency,"",All,d,37,34.5,7.2
25454,20200913,S08000026,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",24,19.5,23.1
25455,20200913,S08000026,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",24,19.5,23.1
25456,20200913,S08000026,"",Emergency,"",Surgery,"",13,15,-13.3
25457,20200913,S08000028,"",Emergency,"",All,d,42,62,-32.3
25458,20200913,S08000028,"",Emergency,"",Community,"",7,9.5,-26.3
25459,20200913,S08000028,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",21,34,-38.2
25460,20200913,S08000028,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",21,34,-38.2
25461,20200913,S08000028,"",Emergency,"",Surgery,"",11,13.5,-18.5
25462,20200913,S08000029,"",Emergency,"",Accident & Emergency,"",81,67,20.9
25463,20200913,S08000029,"",Emergency,"",All,d,738,803,-8.1
25464,20200913,S08000029,"",Emergency,"",Cardiology,"",26,32,-18.8
25465,20200913,S08000029,"",Emergency,"",Community,"",6,7.5,-20
25466,20200913,S08000029,"",Emergency,"",Gynaecology,"",19,20.5,-7.3
25467,20200913,S08000029,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",350,429,-18.4
25468,20200913,S08000029,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",376,461.5,-18.5
25469,20200913,S08000029,"",Emergency,"",Paediatrics (medical & surgical),"",61,84.5,-27.8
25470,20200913,S08000029,"",Emergency,"",Paediatrics (medical),"",61,84,-27.4
25471,20200913,S08000029,"",Emergency,"",Surgery,"",195,162,20.4
25472,20200913,S08000030,"",Emergency,"",Accident & Emergency,"",75,78.5,-4.5
25473,20200913,S08000030,"",Emergency,"",All,d,977,976,0.1
25474,20200913,S08000030,"",Emergency,"",Cancer,"",14,22.5,-37.8
25475,20200913,S08000030,"",Emergency,"",Cardiology,"",27,24.5,10.2
25476,20200913,S08000030,"",Emergency,"",Gynaecology,"",15,12.5,20
25477,20200913,S08000030,"",Emergency,"",Medical (excl. Cardiology & Cancer),"",521,477,9.2
25478,20200913,S08000030,"",Emergency,"",Medical (incl. Cardiology & Cancer),"",562,524,7.3
