_id,MonthOfDelay,CA,CAQF,AgeGroup,AgeGroupQF,ReasonForDelay,ReasonForDelayQF,NumberOfDelayedBedDays,AverageDailyNumberOfDelayedBeds
18063,201906,S12000027,"",18plus,d,Patient and Family Related Reasons,"",0,0
18064,201906,S12000027,"",18plus,d,Code 9 AWI,"",0,0
18065,201906,S12000027,"",18plus,d,Code 9 Non-AWI,"",3,0
18066,201906,S12000027,"",18-74,"",All Delay Reasons,d,59,2
18067,201906,S12000027,"",18-74,"",Health and Social Care Reasons,"",56,2
18068,201906,S12000027,"",18-74,"",Patient and Family Related Reasons,"",0,0
18069,201906,S12000027,"",18-74,"",Code 9 AWI,"",0,0
18070,201906,S12000027,"",18-74,"",Code 9 Non-AWI,"",3,0
18071,201906,S12000027,"",75plus,"",All Delay Reasons,d,86,3
18072,201906,S12000027,"",75plus,"",Health and Social Care Reasons,"",86,3
18073,201906,S12000027,"",75plus,"",Patient and Family Related Reasons,"",0,0
18074,201906,S12000027,"",75plus,"",Code 9 AWI,"",0,0
18075,201906,S12000027,"",75plus,"",Code 9 Non-AWI,"",0,0
18076,201906,S12000028,"",18plus,d,All Delay Reasons,d,2567,86
18077,201906,S12000028,"",18plus,d,Health and Social Care Reasons,"",2321,77
18078,201906,S12000028,"",18plus,d,Patient and Family Related Reasons,"",0,0
18079,201906,S12000028,"",18plus,d,Code 9 AWI,"",240,8
18080,201906,S12000028,"",18plus,d,Code 9 Non-AWI,"",6,0
18081,201906,S12000028,"",18-74,"",All Delay Reasons,d,483,16
18082,201906,S12000028,"",18-74,"",Health and Social Care Reasons,"",453,15
18083,201906,S12000028,"",18-74,"",Patient and Family Related Reasons,"",0,0
18084,201906,S12000028,"",18-74,"",Code 9 AWI,"",30,1
18085,201906,S12000028,"",18-74,"",Code 9 Non-AWI,"",0,0
18086,201906,S12000028,"",75plus,"",All Delay Reasons,d,2084,69
18087,201906,S12000028,"",75plus,"",Health and Social Care Reasons,"",1868,62
18088,201906,S12000028,"",75plus,"",Patient and Family Related Reasons,"",0,0
18089,201906,S12000028,"",75plus,"",Code 9 AWI,"",210,7
18090,201906,S12000028,"",75plus,"",Code 9 Non-AWI,"",6,0
18091,201906,S12000029,"",18plus,d,All Delay Reasons,d,3684,123
18092,201906,S12000029,"",18plus,d,Health and Social Care Reasons,"",3092,103
18093,201906,S12000029,"",18plus,d,Patient and Family Related Reasons,"",98,3
18094,201906,S12000029,"",18plus,d,Code 9 AWI,"",434,14
18095,201906,S12000029,"",18plus,d,Code 9 Non-AWI,"",60,2
18096,201906,S12000029,"",18-74,"",All Delay Reasons,d,1144,38
18097,201906,S12000029,"",18-74,"",Health and Social Care Reasons,"",897,30
18098,201906,S12000029,"",18-74,"",Patient and Family Related Reasons,"",7,0
18099,201906,S12000029,"",18-74,"",Code 9 AWI,"",180,6
18100,201906,S12000029,"",18-74,"",Code 9 Non-AWI,"",60,2
18101,201906,S12000029,"",75plus,"",All Delay Reasons,d,2540,85
18102,201906,S12000029,"",75plus,"",Health and Social Care Reasons,"",2195,73
18103,201906,S12000029,"",75plus,"",Patient and Family Related Reasons,"",91,3
18104,201906,S12000029,"",75plus,"",Code 9 AWI,"",254,8
18105,201906,S12000029,"",75plus,"",Code 9 Non-AWI,"",0,0
18106,201906,S12000030,"",18plus,d,All Delay Reasons,d,887,30
18107,201906,S12000030,"",18plus,d,Health and Social Care Reasons,"",714,24
18108,201906,S12000030,"",18plus,d,Patient and Family Related Reasons,"",0,0
18109,201906,S12000030,"",18plus,d,Code 9 AWI,"",113,4
18110,201906,S12000030,"",18plus,d,Code 9 Non-AWI,"",60,2
18111,201906,S12000030,"",18-74,"",All Delay Reasons,d,354,12
18112,201906,S12000030,"",18-74,"",Health and Social Care Reasons,"",204,7
18113,201906,S12000030,"",18-74,"",Patient and Family Related Reasons,"",0,0
18114,201906,S12000030,"",18-74,"",Code 9 AWI,"",90,3
18115,201906,S12000030,"",18-74,"",Code 9 Non-AWI,"",60,2
18116,201906,S12000030,"",75plus,"",All Delay Reasons,d,533,18
18117,201906,S12000030,"",75plus,"",Health and Social Care Reasons,"",510,17
18118,201906,S12000030,"",75plus,"",Patient and Family Related Reasons,"",0,0
18119,201906,S12000030,"",75plus,"",Code 9 AWI,"",23,1
18120,201906,S12000030,"",75plus,"",Code 9 Non-AWI,"",0,0
18121,201906,S12000033,"",18plus,d,All Delay Reasons,d,1066,36
18122,201906,S12000033,"",18plus,d,Health and Social Care Reasons,"",1014,34
18123,201906,S12000033,"",18plus,d,Patient and Family Related Reasons,"",0,0
18124,201906,S12000033,"",18plus,d,Code 9 AWI,"",52,2
18125,201906,S12000033,"",18plus,d,Code 9 Non-AWI,"",0,0
18126,201906,S12000033,"",18-74,"",All Delay Reasons,d,160,5
18127,201906,S12000033,"",18-74,"",Health and Social Care Reasons,"",160,5
18128,201906,S12000033,"",18-74,"",Patient and Family Related Reasons,"",0,0
18129,201906,S12000033,"",18-74,"",Code 9 AWI,"",0,0
18130,201906,S12000033,"",18-74,"",Code 9 Non-AWI,"",0,0
18131,201906,S12000033,"",75plus,"",All Delay Reasons,d,906,30
18132,201906,S12000033,"",75plus,"",Health and Social Care Reasons,"",854,28
18133,201906,S12000033,"",75plus,"",Patient and Family Related Reasons,"",0,0
18134,201906,S12000033,"",75plus,"",Code 9 AWI,"",52,2
18135,201906,S12000033,"",75plus,"",Code 9 Non-AWI,"",0,0
18136,201906,S12000034,"",18plus,d,All Delay Reasons,d,1078,36
18137,201906,S12000034,"",18plus,d,Health and Social Care Reasons,"",804,27
18138,201906,S12000034,"",18plus,d,Patient and Family Related Reasons,"",13,0
18139,201906,S12000034,"",18plus,d,Code 9 AWI,"",168,6
18140,201906,S12000034,"",18plus,d,Code 9 Non-AWI,"",93,3
18141,201906,S12000034,"",18-74,"",All Delay Reasons,d,287,10
18142,201906,S12000034,"",18-74,"",Health and Social Care Reasons,"",133,4
18143,201906,S12000034,"",18-74,"",Patient and Family Related Reasons,"",1,0
18144,201906,S12000034,"",18-74,"",Code 9 AWI,"",90,3
18145,201906,S12000034,"",18-74,"",Code 9 Non-AWI,"",63,2
18146,201906,S12000034,"",75plus,"",All Delay Reasons,d,791,26
18147,201906,S12000034,"",75plus,"",Health and Social Care Reasons,"",671,22
18148,201906,S12000034,"",75plus,"",Patient and Family Related Reasons,"",12,0
18149,201906,S12000034,"",75plus,"",Code 9 AWI,"",78,3
18150,201906,S12000034,"",75plus,"",Code 9 Non-AWI,"",30,1
18151,201906,S12000035,"",18plus,d,All Delay Reasons,d,664,22
18152,201906,S12000035,"",18plus,d,Health and Social Care Reasons,"",419,14
18153,201906,S12000035,"",18plus,d,Patient and Family Related Reasons,"",84,3
18154,201906,S12000035,"",18plus,d,Code 9 AWI,"",149,5
18155,201906,S12000035,"",18plus,d,Code 9 Non-AWI,"",12,0
18156,201906,S12000035,"",18-74,"",All Delay Reasons,d,173,6
18157,201906,S12000035,"",18-74,"",Health and Social Care Reasons,"",80,3
18158,201906,S12000035,"",18-74,"",Patient and Family Related Reasons,"",0,0
18159,201906,S12000035,"",18-74,"",Code 9 AWI,"",81,3
18160,201906,S12000035,"",18-74,"",Code 9 Non-AWI,"",12,0
18161,201906,S12000035,"",75plus,"",All Delay Reasons,d,491,16
18162,201906,S12000035,"",75plus,"",Health and Social Care Reasons,"",339,11
18163,201906,S12000035,"",75plus,"",Patient and Family Related Reasons,"",84,3
18164,201906,S12000035,"",75plus,"",Code 9 AWI,"",68,2
18165,201906,S12000035,"",75plus,"",Code 9 Non-AWI,"",0,0
18166,201906,S12000036,"",18plus,d,All Delay Reasons,d,4728,158
18167,201906,S12000036,"",18plus,d,Health and Social Care Reasons,"",3877,129
18168,201906,S12000036,"",18plus,d,Patient and Family Related Reasons,"",108,4
18169,201906,S12000036,"",18plus,d,Code 9 AWI,"",743,25
18170,201906,S12000036,"",18plus,d,Code 9 Non-AWI,"",0,0
18171,201906,S12000036,"",18-74,"",All Delay Reasons,d,1494,50
18172,201906,S12000036,"",18-74,"",Health and Social Care Reasons,"",1088,36
18173,201906,S12000036,"",18-74,"",Patient and Family Related Reasons,"",67,2
18174,201906,S12000036,"",18-74,"",Code 9 AWI,"",339,11
18175,201906,S12000036,"",18-74,"",Code 9 Non-AWI,"",0,0
18176,201906,S12000036,"",75plus,"",All Delay Reasons,d,3234,108
18177,201906,S12000036,"",75plus,"",Health and Social Care Reasons,"",2789,93
18178,201906,S12000036,"",75plus,"",Patient and Family Related Reasons,"",41,1
18179,201906,S12000036,"",75plus,"",Code 9 AWI,"",404,13
18180,201906,S12000036,"",75plus,"",Code 9 Non-AWI,"",0,0
18181,201906,S12000038,"",18plus,d,All Delay Reasons,d,385,13
18182,201906,S12000038,"",18plus,d,Health and Social Care Reasons,"",270,9
18183,201906,S12000038,"",18plus,d,Patient and Family Related Reasons,"",52,2
18184,201906,S12000038,"",18plus,d,Code 9 AWI,"",14,0
18185,201906,S12000038,"",18plus,d,Code 9 Non-AWI,"",49,2
18186,201906,S12000038,"",18-74,"",All Delay Reasons,d,120,4
18187,201906,S12000038,"",18-74,"",Health and Social Care Reasons,"",32,1
18188,201906,S12000038,"",18-74,"",Patient and Family Related Reasons,"",33,1
18189,201906,S12000038,"",18-74,"",Code 9 AWI,"",6,0
18190,201906,S12000038,"",18-74,"",Code 9 Non-AWI,"",49,2
18191,201906,S12000038,"",75plus,"",All Delay Reasons,d,265,9
18192,201906,S12000038,"",75plus,"",Health and Social Care Reasons,"",238,8
18193,201906,S12000038,"",75plus,"",Patient and Family Related Reasons,"",19,1
18194,201906,S12000038,"",75plus,"",Code 9 AWI,"",8,0
18195,201906,S12000038,"",75plus,"",Code 9 Non-AWI,"",0,0
18196,201906,S12000039,"",18plus,d,All Delay Reasons,d,679,23
18197,201906,S12000039,"",18plus,d,Health and Social Care Reasons,"",612,20
18198,201906,S12000039,"",18plus,d,Patient and Family Related Reasons,"",0,0
18199,201906,S12000039,"",18plus,d,Code 9 AWI,"",30,1
18200,201906,S12000039,"",18plus,d,Code 9 Non-AWI,"",37,1
18201,201906,S12000039,"",18-74,"",All Delay Reasons,d,157,5
18202,201906,S12000039,"",18-74,"",Health and Social Care Reasons,"",90,3
18203,201906,S12000039,"",18-74,"",Patient and Family Related Reasons,"",0,0
18204,201906,S12000039,"",18-74,"",Code 9 AWI,"",30,1
18205,201906,S12000039,"",18-74,"",Code 9 Non-AWI,"",37,1
18206,201906,S12000039,"",75plus,"",All Delay Reasons,d,522,17
18207,201906,S12000039,"",75plus,"",Health and Social Care Reasons,"",522,17
18208,201906,S12000039,"",75plus,"",Patient and Family Related Reasons,"",0,0
18209,201906,S12000039,"",75plus,"",Code 9 AWI,"",0,0
18210,201906,S12000039,"",75plus,"",Code 9 Non-AWI,"",0,0
18211,201906,S12000040,"",18plus,d,All Delay Reasons,d,1246,42
18212,201906,S12000040,"",18plus,d,Health and Social Care Reasons,"",1020,34
18213,201906,S12000040,"",18plus,d,Patient and Family Related Reasons,"",74,2
18214,201906,S12000040,"",18plus,d,Code 9 AWI,"",132,4
18215,201906,S12000040,"",18plus,d,Code 9 Non-AWI,"",20,1
18216,201906,S12000040,"",18-74,"",All Delay Reasons,d,448,15
18217,201906,S12000040,"",18-74,"",Health and Social Care Reasons,"",388,13
18218,201906,S12000040,"",18-74,"",Patient and Family Related Reasons,"",30,1
18219,201906,S12000040,"",18-74,"",Code 9 AWI,"",30,1
18220,201906,S12000040,"",18-74,"",Code 9 Non-AWI,"",0,0
18221,201906,S12000040,"",75plus,"",All Delay Reasons,d,798,27
18222,201906,S12000040,"",75plus,"",Health and Social Care Reasons,"",632,21
18223,201906,S12000040,"",75plus,"",Patient and Family Related Reasons,"",44,1
18224,201906,S12000040,"",75plus,"",Code 9 AWI,"",102,3
18225,201906,S12000040,"",75plus,"",Code 9 Non-AWI,"",20,1
18226,201906,S12000041,"",18plus,d,All Delay Reasons,d,415,14
18227,201906,S12000041,"",18plus,d,Health and Social Care Reasons,"",373,12
18228,201906,S12000041,"",18plus,d,Patient and Family Related Reasons,"",0,0
18229,201906,S12000041,"",18plus,d,Code 9 AWI,"",0,0
18230,201906,S12000041,"",18plus,d,Code 9 Non-AWI,"",42,1
18231,201906,S12000041,"",18-74,"",All Delay Reasons,d,170,6
18232,201906,S12000041,"",18-74,"",Health and Social Care Reasons,"",128,4
18233,201906,S12000041,"",18-74,"",Patient and Family Related Reasons,"",0,0
18234,201906,S12000041,"",18-74,"",Code 9 AWI,"",0,0
18235,201906,S12000041,"",18-74,"",Code 9 Non-AWI,"",42,1
18236,201906,S12000041,"",75plus,"",All Delay Reasons,d,245,8
18237,201906,S12000041,"",75plus,"",Health and Social Care Reasons,"",245,8
18238,201906,S12000041,"",75plus,"",Patient and Family Related Reasons,"",0,0
18239,201906,S12000041,"",75plus,"",Code 9 AWI,"",0,0
18240,201906,S12000041,"",75plus,"",Code 9 Non-AWI,"",0,0
18241,201906,S12000042,"",18plus,d,All Delay Reasons,d,754,25
18242,201906,S12000042,"",18plus,d,Health and Social Care Reasons,"",287,10
18243,201906,S12000042,"",18plus,d,Patient and Family Related Reasons,"",30,1
18244,201906,S12000042,"",18plus,d,Code 9 AWI,"",145,5
18245,201906,S12000042,"",18plus,d,Code 9 Non-AWI,"",292,10
18246,201906,S12000042,"",18-74,"",All Delay Reasons,d,418,14
18247,201906,S12000042,"",18-74,"",Health and Social Care Reasons,"",60,2
18248,201906,S12000042,"",18-74,"",Patient and Family Related Reasons,"",0,0
18249,201906,S12000042,"",18-74,"",Code 9 AWI,"",85,3
18250,201906,S12000042,"",18-74,"",Code 9 Non-AWI,"",273,9
18251,201906,S12000042,"",75plus,"",All Delay Reasons,d,336,11
18252,201906,S12000042,"",75plus,"",Health and Social Care Reasons,"",227,8
18253,201906,S12000042,"",75plus,"",Patient and Family Related Reasons,"",30,1
18254,201906,S12000042,"",75plus,"",Code 9 AWI,"",60,2
18255,201906,S12000042,"",75plus,"",Code 9 Non-AWI,"",19,1
18256,201906,S12000045,"",18plus,d,All Delay Reasons,d,308,10
18257,201906,S12000045,"",18plus,d,Health and Social Care Reasons,"",205,7
18258,201906,S12000045,"",18plus,d,Patient and Family Related Reasons,"",13,0
18259,201906,S12000045,"",18plus,d,Code 9 AWI,"",48,2
18260,201906,S12000045,"",18plus,d,Code 9 Non-AWI,"",42,1
18261,201906,S12000045,"",18-74,"",All Delay Reasons,d,126,4
18262,201906,S12000045,"",18-74,"",Health and Social Care Reasons,"",84,3
18263,201906,S12000045,"",18-74,"",Patient and Family Related Reasons,"",0,0
18264,201906,S12000045,"",18-74,"",Code 9 AWI,"",0,0
18265,201906,S12000045,"",18-74,"",Code 9 Non-AWI,"",42,1
18266,201906,S12000045,"",75plus,"",All Delay Reasons,d,182,6
18267,201906,S12000045,"",75plus,"",Health and Social Care Reasons,"",121,4
18268,201906,S12000045,"",75plus,"",Patient and Family Related Reasons,"",13,0
18269,201906,S12000045,"",75plus,"",Code 9 AWI,"",48,2
18270,201906,S12000045,"",75plus,"",Code 9 Non-AWI,"",0,0
18271,201906,S12000047,"",18plus,d,All Delay Reasons,d,3154,105
18272,201906,S12000047,"",18plus,d,Health and Social Care Reasons,"",2109,70
18273,201906,S12000047,"",18plus,d,Patient and Family Related Reasons,"",26,1
18274,201906,S12000047,"",18plus,d,Code 9 AWI,"",752,25
18275,201906,S12000047,"",18plus,d,Code 9 Non-AWI,"",267,9
18276,201906,S12000047,"",18-74,"",All Delay Reasons,d,1572,52
18277,201906,S12000047,"",18-74,"",Health and Social Care Reasons,"",902,30
18278,201906,S12000047,"",18-74,"",Patient and Family Related Reasons,"",6,0
18279,201906,S12000047,"",18-74,"",Code 9 AWI,"",418,14
18280,201906,S12000047,"",18-74,"",Code 9 Non-AWI,"",246,8
18281,201906,S12000047,"",75plus,"",All Delay Reasons,d,1582,53
18282,201906,S12000047,"",75plus,"",Health and Social Care Reasons,"",1207,40
18283,201906,S12000047,"",75plus,"",Patient and Family Related Reasons,"",20,1
18284,201906,S12000047,"",75plus,"",Code 9 AWI,"",334,11
18285,201906,S12000047,"",75plus,"",Code 9 Non-AWI,"",21,1
18286,201906,S12000048,"",18plus,d,All Delay Reasons,d,813,27
18287,201906,S12000048,"",18plus,d,Health and Social Care Reasons,"",590,20
18288,201906,S12000048,"",18plus,d,Patient and Family Related Reasons,"",0,0
18289,201906,S12000048,"",18plus,d,Code 9 AWI,"",124,4
18290,201906,S12000048,"",18plus,d,Code 9 Non-AWI,"",99,3
18291,201906,S12000048,"",18-74,"",All Delay Reasons,d,277,9
18292,201906,S12000048,"",18-74,"",Health and Social Care Reasons,"",153,5
18293,201906,S12000048,"",18-74,"",Patient and Family Related Reasons,"",0,0
18294,201906,S12000048,"",18-74,"",Code 9 AWI,"",34,1
18295,201906,S12000048,"",18-74,"",Code 9 Non-AWI,"",90,3
18296,201906,S12000048,"",75plus,"",All Delay Reasons,d,536,18
18297,201906,S12000048,"",75plus,"",Health and Social Care Reasons,"",437,15
18298,201906,S12000048,"",75plus,"",Patient and Family Related Reasons,"",0,0
18299,201906,S12000048,"",75plus,"",Code 9 AWI,"",90,3
18300,201906,S12000048,"",75plus,"",Code 9 Non-AWI,"",9,0
18301,201906,S12000049,"",18plus,d,All Delay Reasons,d,3342,111
18302,201906,S12000049,"",18plus,d,Health and Social Care Reasons,"",2098,70
18303,201906,S12000049,"",18plus,d,Patient and Family Related Reasons,"",67,2
18304,201906,S12000049,"",18plus,d,Code 9 AWI,"",874,29
18305,201906,S12000049,"",18plus,d,Code 9 Non-AWI,"",303,10
18306,201906,S12000049,"",18-74,"",All Delay Reasons,d,1930,64
18307,201906,S12000049,"",18-74,"",Health and Social Care Reasons,"",1042,35
18308,201906,S12000049,"",18-74,"",Patient and Family Related Reasons,"",58,2
18309,201906,S12000049,"",18-74,"",Code 9 AWI,"",537,18
18310,201906,S12000049,"",18-74,"",Code 9 Non-AWI,"",293,10
18311,201906,S12000049,"",75plus,"",All Delay Reasons,d,1412,47
18312,201906,S12000049,"",75plus,"",Health and Social Care Reasons,"",1056,35
18313,201906,S12000049,"",75plus,"",Patient and Family Related Reasons,"",9,0
18314,201906,S12000049,"",75plus,"",Code 9 AWI,"",337,11
18315,201906,S12000049,"",75plus,"",Code 9 Non-AWI,"",10,0
18316,201906,S12000050,"",18plus,d,All Delay Reasons,d,3267,109
18317,201906,S12000050,"",18plus,d,Health and Social Care Reasons,"",2579,86
18318,201906,S12000050,"",18plus,d,Patient and Family Related Reasons,"",30,1
18319,201906,S12000050,"",18plus,d,Code 9 AWI,"",481,16
18320,201906,S12000050,"",18plus,d,Code 9 Non-AWI,"",177,6
18321,201906,S12000050,"",18-74,"",All Delay Reasons,d,1032,34
18322,201906,S12000050,"",18-74,"",Health and Social Care Reasons,"",734,24
18323,201906,S12000050,"",18-74,"",Patient and Family Related Reasons,"",0,0
18324,201906,S12000050,"",18-74,"",Code 9 AWI,"",165,6
18325,201906,S12000050,"",18-74,"",Code 9 Non-AWI,"",133,4
18326,201906,S12000050,"",75plus,"",All Delay Reasons,d,2235,75
18327,201906,S12000050,"",75plus,"",Health and Social Care Reasons,"",1845,62
18328,201906,S12000050,"",75plus,"",Patient and Family Related Reasons,"",30,1
18329,201906,S12000050,"",75plus,"",Code 9 AWI,"",316,11
18330,201906,S12000050,"",75plus,"",Code 9 Non-AWI,"",44,1
18331,201906,"",:,18plus,d,All Delay Reasons,d,23,1
18332,201906,"",:,18plus,d,Health and Social Care Reasons,"",23,1
18333,201906,"",:,18plus,d,Patient and Family Related Reasons,"",0,0
18334,201906,"",:,18plus,d,Code 9 AWI,"",0,0
18335,201906,"",:,18plus,d,Code 9 Non-AWI,"",0,0
18336,201906,"",:,18-74,"",All Delay Reasons,d,0,0
18337,201906,"",:,18-74,"",Health and Social Care Reasons,"",0,0
18338,201906,"",:,18-74,"",Patient and Family Related Reasons,"",0,0
18339,201906,"",:,18-74,"",Code 9 AWI,"",0,0
18340,201906,"",:,18-74,"",Code 9 Non-AWI,"",0,0
18341,201906,"",:,75plus,"",All Delay Reasons,d,23,1
18342,201906,"",:,75plus,"",Health and Social Care Reasons,"",23,1
18343,201906,"",:,75plus,"",Patient and Family Related Reasons,"",0,0
18344,201906,"",:,75plus,"",Code 9 AWI,"",0,0
18345,201906,"",:,75plus,"",Code 9 Non-AWI,"",0,0
18346,201906,S92000003,d,18plus,d,All Delay Reasons,d,42252,1408
18347,201906,S92000003,d,18plus,d,Health and Social Care Reasons,"",32918,1097
18348,201906,S92000003,d,18plus,d,Patient and Family Related Reasons,"",787,26
18349,201906,S92000003,d,18plus,d,Code 9 AWI,"",6124,204
18350,201906,S92000003,d,18plus,d,Code 9 Non-AWI,"",2423,81
18351,201906,S92000003,d,18-74,"",All Delay Reasons,d,14175,473
18352,201906,S92000003,d,18-74,"",Health and Social Care Reasons,"",9457,315
18353,201906,S92000003,d,18-74,"",Patient and Family Related Reasons,"",314,10
18354,201906,S92000003,d,18-74,"",Code 9 AWI,"",2587,86
18355,201906,S92000003,d,18-74,"",Code 9 Non-AWI,"",1817,61
18356,201906,S92000003,d,75plus,"",All Delay Reasons,d,28077,936
18357,201906,S92000003,d,75plus,"",Health and Social Care Reasons,"",23461,782
18358,201906,S92000003,d,75plus,"",Patient and Family Related Reasons,"",473,16
18359,201906,S92000003,d,75plus,"",Code 9 AWI,"",3537,118
18360,201906,S92000003,d,75plus,"",Code 9 Non-AWI,"",606,20
18361,201907,S12000005,"",18plus,d,All Delay Reasons,d,166,5
18362,201907,S12000005,"",18plus,d,Health and Social Care Reasons,"",85,3
18363,201907,S12000005,"",18plus,d,Patient and Family Related Reasons,"",0,0
18364,201907,S12000005,"",18plus,d,Code 9 AWI,"",0,0
