_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
10669,2018Q2,S92000003,d,S08000029,Upper GI,"",23,"",21,""
10670,2018Q2,S92000003,d,S08000029,Urological,"",44,"",38,""
10671,2018Q2,S92000003,d,S08000030,Breast,"",69,"",67,""
10672,2018Q2,S92000003,d,S08000030,Cervical,"",2,"",0,""
10673,2018Q2,S92000003,d,S08000030,Colorectal,"",49,"",42,""
10674,2018Q2,S92000003,d,S08000030,Head & Neck,"",5,"",4,""
10675,2018Q2,S92000003,d,S08000030,Lung,"",30,"",22,""
10676,2018Q2,S92000003,d,S08000030,Lymphoma,"",1,"",1,""
10677,2018Q2,S92000003,d,S08000030,Melanoma,"",11,"",11,""
10678,2018Q2,S92000003,d,S08000030,Ovarian,"",4,"",4,""
10679,2018Q2,S92000003,d,S08000030,Upper GI,"",23,"",23,""
10680,2018Q2,S92000003,d,S08000030,Urological,"",38,"",30,""
10681,2018Q2,S92000003,d,S08000031,Breast,"",273,"",228,""
10682,2018Q2,S92000003,d,S08000031,Cervical,"",10,"",6,""
10683,2018Q2,S92000003,d,S08000031,Colorectal,"",122,"",86,""
10684,2018Q2,S92000003,d,S08000031,Head & Neck,"",65,"",47,""
10685,2018Q2,S92000003,d,S08000031,Lung,"",118,"",112,""
10686,2018Q2,S92000003,d,S08000031,Lymphoma,"",37,"",36,""
10687,2018Q2,S92000003,d,S08000031,Melanoma,"",54,"",53,""
10688,2018Q2,S92000003,d,S08000031,Ovarian,"",31,"",27,""
10689,2018Q2,S92000003,d,S08000031,Upper GI,"",131,"",106,""
10690,2018Q2,S92000003,d,S08000031,Urological,"",159,"",87,""
10691,2018Q2,S92000003,d,S08000032,Breast,"",99,"",93,""
10692,2018Q2,S92000003,d,S08000032,Cervical,"",2,"",2,""
10693,2018Q2,S92000003,d,S08000032,Colorectal,"",56,"",52,""
10694,2018Q2,S92000003,d,S08000032,Head & Neck,"",8,"",8,""
10695,2018Q2,S92000003,d,S08000032,Lung,"",45,"",45,""
10696,2018Q2,S92000003,d,S08000032,Lymphoma,"",12,"",12,""
10697,2018Q2,S92000003,d,S08000032,Melanoma,"",24,"",24,""
10698,2018Q2,S92000003,d,S08000032,Upper GI,"",22,"",22,""
10699,2018Q2,S92000003,d,S08000032,Urological,"",66,"",64,""
10700,2018Q2,S92000003,d,SB0801,Lung,"",43,"",31,""
10701,2018Q2,S92000003,d,SB0801,Upper GI,"",1,"",1,""
10702,2018Q3,S92000003,d,S08000015,Breast,"",82,"",77,""
10703,2018Q3,S92000003,d,S08000015,Cervical,"",5,"",4,""
10704,2018Q3,S92000003,d,S08000015,Colorectal,"",38,"",26,""
10705,2018Q3,S92000003,d,S08000015,Head & Neck,"",4,"",3,""
10706,2018Q3,S92000003,d,S08000015,Lung,"",36,"",36,""
10707,2018Q3,S92000003,d,S08000015,Lymphoma,"",1,"",1,""
10708,2018Q3,S92000003,d,S08000015,Melanoma,"",10,"",8,""
10709,2018Q3,S92000003,d,S08000015,Ovarian,"",1,"",1,""
10710,2018Q3,S92000003,d,S08000015,Upper GI,"",21,"",16,""
10711,2018Q3,S92000003,d,S08000015,Urological,"",40,"",39,""
10712,2018Q3,S92000003,d,S08000016,Breast,"",9,"",9,""
10713,2018Q3,S92000003,d,S08000016,Cervical,"",1,"",1,""
10714,2018Q3,S92000003,d,S08000016,Colorectal,"",11,"",9,""
10715,2018Q3,S92000003,d,S08000016,Head & Neck,"",1,"",1,""
10716,2018Q3,S92000003,d,S08000016,Lung,"",17,"",17,""
10717,2018Q3,S92000003,d,S08000016,Lymphoma,"",1,"",1,""
10718,2018Q3,S92000003,d,S08000016,Melanoma,"",4,"",4,""
10719,2018Q3,S92000003,d,S08000016,Ovarian,"",2,"",2,""
10720,2018Q3,S92000003,d,S08000016,Upper GI,"",13,"",13,""
10721,2018Q3,S92000003,d,S08000016,Urological,"",13,"",13,""
10722,2018Q3,S92000003,d,S08000017,Breast,"",14,"",14,""
10723,2018Q3,S92000003,d,S08000017,Cervical,"",1,"",1,""
10724,2018Q3,S92000003,d,S08000017,Colorectal,"",14,"",10,""
10725,2018Q3,S92000003,d,S08000017,Lung,"",17,"",17,""
10726,2018Q3,S92000003,d,S08000017,Lymphoma,"",3,"",3,""
10727,2018Q3,S92000003,d,S08000017,Melanoma,"",2,"",2,""
10728,2018Q3,S92000003,d,S08000017,Ovarian,"",2,"",2,""
10729,2018Q3,S92000003,d,S08000017,Upper GI,"",16,"",16,""
10730,2018Q3,S92000003,d,S08000017,Urological,"",12,"",11,""
10731,2018Q3,S92000003,d,S08000019,Breast,"",38,"",35,""
10732,2018Q3,S92000003,d,S08000019,Cervical,"",2,"",2,""
10733,2018Q3,S92000003,d,S08000019,Colorectal,"",40,"",23,""
10734,2018Q3,S92000003,d,S08000019,Head & Neck,"",6,"",6,""
10735,2018Q3,S92000003,d,S08000019,Lung,"",28,"",25,""
10736,2018Q3,S92000003,d,S08000019,Lymphoma,"",11,"",10,""
10737,2018Q3,S92000003,d,S08000019,Melanoma,"",11,"",7,""
10738,2018Q3,S92000003,d,S08000019,Ovarian,"",1,"",1,""
10739,2018Q3,S92000003,d,S08000019,Upper GI,"",25,"",24,""
10740,2018Q3,S92000003,d,S08000019,Urological,"",77,"",65,""
10741,2018Q3,S92000003,d,S08000020,Breast,"",78,"",69,""
10742,2018Q3,S92000003,d,S08000020,Cervical,"",3,"",1,""
10743,2018Q3,S92000003,d,S08000020,Colorectal,"",56,"",30,""
10744,2018Q3,S92000003,d,S08000020,Head & Neck,"",9,"",8,""
10745,2018Q3,S92000003,d,S08000020,Lung,"",75,"",62,""
10746,2018Q3,S92000003,d,S08000020,Lymphoma,"",16,"",12,""
10747,2018Q3,S92000003,d,S08000020,Melanoma,"",6,"",4,""
10748,2018Q3,S92000003,d,S08000020,Ovarian,"",10,"",10,""
10749,2018Q3,S92000003,d,S08000020,Upper GI,"",44,"",43,""
10750,2018Q3,S92000003,d,S08000020,Urological,"",68,"",41,""
10751,2018Q3,S92000003,d,S08000022,Breast,"",56,"",55,""
10752,2018Q3,S92000003,d,S08000022,Cervical,"",1,"",1,""
10753,2018Q3,S92000003,d,S08000022,Colorectal,"",34,"",23,""
10754,2018Q3,S92000003,d,S08000022,Head & Neck,"",6,"",4,""
10755,2018Q3,S92000003,d,S08000022,Lung,"",28,"",26,""
10756,2018Q3,S92000003,d,S08000022,Lymphoma,"",11,"",9,""
10757,2018Q3,S92000003,d,S08000022,Melanoma,"",16,"",15,""
10758,2018Q3,S92000003,d,S08000022,Ovarian,"",8,"",5,""
10759,2018Q3,S92000003,d,S08000022,Upper GI,"",23,"",17,""
10760,2018Q3,S92000003,d,S08000022,Urological,"",25,"",10,""
10761,2018Q3,S92000003,d,S08000024,Breast,"",198,"",191,""
10762,2018Q3,S92000003,d,S08000024,Cervical,"",12,"",8,""
10763,2018Q3,S92000003,d,S08000024,Colorectal,"",86,"",52,""
10764,2018Q3,S92000003,d,S08000024,Head & Neck,"",34,"",34,""
10765,2018Q3,S92000003,d,S08000024,Lung,"",79,"",61,""
10766,2018Q3,S92000003,d,S08000024,Lymphoma,"",17,"",14,""
10767,2018Q3,S92000003,d,S08000024,Melanoma,"",29,"",20,""
10768,2018Q3,S92000003,d,S08000024,Ovarian,"",6,"",4,""
10769,2018Q3,S92000003,d,S08000024,Upper GI,"",63,"",57,""
10770,2018Q3,S92000003,d,S08000024,Urological,"",124,"",69,""
10771,2018Q3,S92000003,d,S08000025,Colorectal,"",2,"",2,""
10772,2018Q3,S92000003,d,S08000025,Ovarian,"",1,"",1,""
10773,2018Q3,S92000003,d,S08000025,Urological,"",1,"",1,""
10774,2018Q3,S92000003,d,S08000026,Colorectal,"",1,"",1,""
10775,2018Q3,S92000003,d,S08000026,Melanoma,"",1,"",1,""
10776,2018Q3,S92000003,d,S08000026,Ovarian,"",1,"",1,""
10777,2018Q3,S92000003,d,S08000026,Upper GI,"",1,"",1,""
10778,2018Q3,S92000003,d,S08000026,Urological,"",3,"",1,""
10779,2018Q3,S92000003,d,S08000028,Breast,"",2,"",2,""
10780,2018Q3,S92000003,d,S08000028,Colorectal,"",1,"",1,""
10781,2018Q3,S92000003,d,S08000028,Lung,"",4,"",4,""
10782,2018Q3,S92000003,d,S08000028,Ovarian,"",1,"",1,""
10783,2018Q3,S92000003,d,S08000028,Urological,"",2,"",1,""
10784,2018Q3,S92000003,d,S08000029,Breast,"",36,"",33,""
10785,2018Q3,S92000003,d,S08000029,Cervical,"",2,"",2,""
10786,2018Q3,S92000003,d,S08000029,Colorectal,"",35,"",32,""
10787,2018Q3,S92000003,d,S08000029,Head & Neck,"",7,"",7,""
10788,2018Q3,S92000003,d,S08000029,Lung,"",47,"",43,""
10789,2018Q3,S92000003,d,S08000029,Lymphoma,"",4,"",3,""
10790,2018Q3,S92000003,d,S08000029,Melanoma,"",15,"",15,""
10791,2018Q3,S92000003,d,S08000029,Ovarian,"",4,"",2,""
10792,2018Q3,S92000003,d,S08000029,Upper GI,"",22,"",21,""
10793,2018Q3,S92000003,d,S08000029,Urological,"",38,"",23,""
10794,2018Q3,S92000003,d,S08000030,Breast,"",74,"",70,""
10795,2018Q3,S92000003,d,S08000030,Cervical,"",10,"",7,""
10796,2018Q3,S92000003,d,S08000030,Colorectal,"",44,"",36,""
10797,2018Q3,S92000003,d,S08000030,Head & Neck,"",11,"",6,""
10798,2018Q3,S92000003,d,S08000030,Lung,"",35,"",26,""
10799,2018Q3,S92000003,d,S08000030,Melanoma,"",15,"",11,""
10800,2018Q3,S92000003,d,S08000030,Ovarian,"",4,"",4,""
10801,2018Q3,S92000003,d,S08000030,Upper GI,"",23,"",22,""
10802,2018Q3,S92000003,d,S08000030,Urological,"",32,"",25,""
10803,2018Q3,S92000003,d,S08000031,Breast,"",281,"",247,""
10804,2018Q3,S92000003,d,S08000031,Cervical,"",17,"",11,""
10805,2018Q3,S92000003,d,S08000031,Colorectal,"",145,"",90,""
10806,2018Q3,S92000003,d,S08000031,Head & Neck,"",55,"",44,""
10807,2018Q3,S92000003,d,S08000031,Lung,"",149,"",132,""
10808,2018Q3,S92000003,d,S08000031,Lymphoma,"",39,"",35,""
10809,2018Q3,S92000003,d,S08000031,Melanoma,"",47,"",47,""
10810,2018Q3,S92000003,d,S08000031,Ovarian,"",31,"",27,""
10811,2018Q3,S92000003,d,S08000031,Upper GI,"",99,"",75,""
10812,2018Q3,S92000003,d,S08000031,Urological,"",219,"",109,""
10813,2018Q3,S92000003,d,S08000032,Breast,"",92,"",90,""
10814,2018Q3,S92000003,d,S08000032,Cervical,"",1,"",1,""
10815,2018Q3,S92000003,d,S08000032,Colorectal,"",51,"",46,""
10816,2018Q3,S92000003,d,S08000032,Head & Neck,"",18,"",18,""
10817,2018Q3,S92000003,d,S08000032,Lung,"",36,"",36,""
10818,2018Q3,S92000003,d,S08000032,Lymphoma,"",4,"",4,""
10819,2018Q3,S92000003,d,S08000032,Melanoma,"",28,"",28,""
10820,2018Q3,S92000003,d,S08000032,Ovarian,"",1,"",1,""
10821,2018Q3,S92000003,d,S08000032,Upper GI,"",24,"",23,""
10822,2018Q3,S92000003,d,S08000032,Urological,"",57,"",56,""
10823,2018Q3,S92000003,d,SB0801,Lung,"",55,"",39,""
10824,2018Q3,S92000003,d,SB0801,Upper GI,"",1,"",1,""
10825,2018Q4,S92000003,d,S08000015,Breast,"",91,"",86,""
10826,2018Q4,S92000003,d,S08000015,Cervical,"",3,"",3,""
10827,2018Q4,S92000003,d,S08000015,Colorectal,"",52,"",32,""
10828,2018Q4,S92000003,d,S08000015,Head & Neck,"",13,"",11,""
10829,2018Q4,S92000003,d,S08000015,Lung,"",43,"",41,""
10830,2018Q4,S92000003,d,S08000015,Lymphoma,"",1,"",1,""
10831,2018Q4,S92000003,d,S08000015,Melanoma,"",9,"",8,""
10832,2018Q4,S92000003,d,S08000015,Upper GI,"",27,"",24,""
10833,2018Q4,S92000003,d,S08000015,Urological,"",32,"",29,""
10834,2018Q4,S92000003,d,S08000016,Breast,"",15,"",15,""
10835,2018Q4,S92000003,d,S08000016,Colorectal,"",8,"",7,""
10836,2018Q4,S92000003,d,S08000016,Lung,"",6,"",6,""
10837,2018Q4,S92000003,d,S08000016,Lymphoma,"",4,"",4,""
10838,2018Q4,S92000003,d,S08000016,Melanoma,"",4,"",4,""
10839,2018Q4,S92000003,d,S08000016,Ovarian,"",1,"",1,""
10840,2018Q4,S92000003,d,S08000016,Upper GI,"",11,"",11,""
10841,2018Q4,S92000003,d,S08000016,Urological,"",14,"",14,""
10842,2018Q4,S92000003,d,S08000017,Breast,"",20,"",20,""
10843,2018Q4,S92000003,d,S08000017,Colorectal,"",13,"",10,""
10844,2018Q4,S92000003,d,S08000017,Head & Neck,"",1,"",1,""
10845,2018Q4,S92000003,d,S08000017,Lung,"",20,"",20,""
10846,2018Q4,S92000003,d,S08000017,Lymphoma,"",4,"",4,""
10847,2018Q4,S92000003,d,S08000017,Melanoma,"",3,"",3,""
10848,2018Q4,S92000003,d,S08000017,Upper GI,"",15,"",15,""
10849,2018Q4,S92000003,d,S08000017,Urological,"",14,"",14,""
10850,2018Q4,S92000003,d,S08000019,Breast,"",41,"",33,""
10851,2018Q4,S92000003,d,S08000019,Colorectal,"",28,"",20,""
10852,2018Q4,S92000003,d,S08000019,Head & Neck,"",3,"",3,""
10853,2018Q4,S92000003,d,S08000019,Lung,"",25,"",25,""
10854,2018Q4,S92000003,d,S08000019,Lymphoma,"",10,"",8,""
10855,2018Q4,S92000003,d,S08000019,Melanoma,"",14,"",12,""
10856,2018Q4,S92000003,d,S08000019,Ovarian,"",1,"",1,""
10857,2018Q4,S92000003,d,S08000019,Upper GI,"",22,"",21,""
10858,2018Q4,S92000003,d,S08000019,Urological,"",60,"",52,""
10859,2018Q4,S92000003,d,S08000020,Breast,"",77,"",72,""
10860,2018Q4,S92000003,d,S08000020,Cervical,"",8,"",3,""
10861,2018Q4,S92000003,d,S08000020,Colorectal,"",67,"",40,""
10862,2018Q4,S92000003,d,S08000020,Head & Neck,"",19,"",17,""
10863,2018Q4,S92000003,d,S08000020,Lung,"",80,"",72,""
10864,2018Q4,S92000003,d,S08000020,Lymphoma,"",7,"",7,""
10865,2018Q4,S92000003,d,S08000020,Melanoma,"",15,"",8,""
10866,2018Q4,S92000003,d,S08000020,Ovarian,"",9,"",8,""
10867,2018Q4,S92000003,d,S08000020,Upper GI,"",51,"",50,""
10868,2018Q4,S92000003,d,S08000020,Urological,"",84,"",53,""
10869,2018Q4,S92000003,d,S08000022,Breast,"",56,"",56,""
10870,2018Q4,S92000003,d,S08000022,Cervical,"",3,"",3,""
10871,2018Q4,S92000003,d,S08000022,Colorectal,"",31,"",19,""
10872,2018Q4,S92000003,d,S08000022,Head & Neck,"",1,"",1,""
10873,2018Q4,S92000003,d,S08000022,Lung,"",27,"",26,""
10874,2018Q4,S92000003,d,S08000022,Lymphoma,"",11,"",11,""
10875,2018Q4,S92000003,d,S08000022,Melanoma,"",14,"",13,""
10876,2018Q4,S92000003,d,S08000022,Ovarian,"",1,"",1,""
10877,2018Q4,S92000003,d,S08000022,Upper GI,"",29,"",21,""
10878,2018Q4,S92000003,d,S08000022,Urological,"",35,"",23,""
10879,2018Q4,S92000003,d,S08000024,Breast,"",201,"",195,""
10880,2018Q4,S92000003,d,S08000024,Cervical,"",7,"",5,""
10881,2018Q4,S92000003,d,S08000024,Colorectal,"",80,"",37,""
10882,2018Q4,S92000003,d,S08000024,Head & Neck,"",35,"",34,""
10883,2018Q4,S92000003,d,S08000024,Lung,"",110,"",92,""
10884,2018Q4,S92000003,d,S08000024,Lymphoma,"",17,"",17,""
10885,2018Q4,S92000003,d,S08000024,Melanoma,"",18,"",8,""
10886,2018Q4,S92000003,d,S08000024,Ovarian,"",8,"",6,""
10887,2018Q4,S92000003,d,S08000024,Upper GI,"",66,"",65,""
10888,2018Q4,S92000003,d,S08000024,Urological,"",120,"",71,""
10889,2018Q4,S92000003,d,S08000025,Colorectal,"",3,"",2,""
10890,2018Q4,S92000003,d,S08000025,Lung,"",1,"",1,""
10891,2018Q4,S92000003,d,S08000025,Upper GI,"",1,"",1,""
10892,2018Q4,S92000003,d,S08000025,Urological,"",2,"",2,""
10893,2018Q4,S92000003,d,S08000026,Breast,"",1,"",1,""
10894,2018Q4,S92000003,d,S08000026,Cervical,"",1,"",0,""
10895,2018Q4,S92000003,d,S08000026,Colorectal,"",4,"",4,""
10896,2018Q4,S92000003,d,S08000026,Ovarian,"",1,"",1,""
10897,2018Q4,S92000003,d,S08000026,Upper GI,"",3,"",3,""
10898,2018Q4,S92000003,d,S08000026,Urological,"",4,"",4,""
10899,2018Q4,S92000003,d,S08000028,Lung,"",1,"",1,""
10900,2018Q4,S92000003,d,S08000028,Urological,"",2,"",1,""
10901,2018Q4,S92000003,d,S08000029,Breast,"",34,"",28,""
10902,2018Q4,S92000003,d,S08000029,Cervical,"",1,"",0,""
10903,2018Q4,S92000003,d,S08000029,Colorectal,"",45,"",45,""
10904,2018Q4,S92000003,d,S08000029,Lung,"",38,"",36,""
10905,2018Q4,S92000003,d,S08000029,Lymphoma,"",2,"",2,""
10906,2018Q4,S92000003,d,S08000029,Melanoma,"",8,"",8,""
10907,2018Q4,S92000003,d,S08000029,Ovarian,"",5,"",3,""
10908,2018Q4,S92000003,d,S08000029,Upper GI,"",14,"",14,""
10909,2018Q4,S92000003,d,S08000029,Urological,"",41,"",35,""
10910,2018Q4,S92000003,d,S08000030,Breast,"",61,"",55,""
10911,2018Q4,S92000003,d,S08000030,Cervical,"",7,"",2,""
10912,2018Q4,S92000003,d,S08000030,Colorectal,"",47,"",37,""
10913,2018Q4,S92000003,d,S08000030,Head & Neck,"",7,"",5,""
10914,2018Q4,S92000003,d,S08000030,Lung,"",51,"",46,""
10915,2018Q4,S92000003,d,S08000030,Lymphoma,"",1,"",1,""
10916,2018Q4,S92000003,d,S08000030,Melanoma,"",16,"",12,""
10917,2018Q4,S92000003,d,S08000030,Upper GI,"",20,"",19,""
10918,2018Q4,S92000003,d,S08000030,Urological,"",36,"",27,""
10919,2018Q4,S92000003,d,S08000031,Breast,"",265,"",225,""
10920,2018Q4,S92000003,d,S08000031,Cervical,"",26,"",17,""
10921,2018Q4,S92000003,d,S08000031,Colorectal,"",149,"",89,""
10922,2018Q4,S92000003,d,S08000031,Head & Neck,"",55,"",45,""
10923,2018Q4,S92000003,d,S08000031,Lung,"",162,"",145,""
10924,2018Q4,S92000003,d,S08000031,Lymphoma,"",31,"",30,""
10925,2018Q4,S92000003,d,S08000031,Melanoma,"",37,"",37,""
10926,2018Q4,S92000003,d,S08000031,Ovarian,"",35,"",31,""
10927,2018Q4,S92000003,d,S08000031,Upper GI,"",99,"",74,""
10928,2018Q4,S92000003,d,S08000031,Urological,"",216,"",124,""
10929,2018Q4,S92000003,d,S08000032,Breast,"",97,"",95,""
10930,2018Q4,S92000003,d,S08000032,Cervical,"",2,"",2,""
10931,2018Q4,S92000003,d,S08000032,Colorectal,"",50,"",47,""
10932,2018Q4,S92000003,d,S08000032,Head & Neck,"",8,"",8,""
10933,2018Q4,S92000003,d,S08000032,Lung,"",41,"",41,""
10934,2018Q4,S92000003,d,S08000032,Lymphoma,"",15,"",14,""
10935,2018Q4,S92000003,d,S08000032,Melanoma,"",22,"",22,""
10936,2018Q4,S92000003,d,S08000032,Ovarian,"",2,"",2,""
10937,2018Q4,S92000003,d,S08000032,Upper GI,"",26,"",26,""
10938,2018Q4,S92000003,d,S08000032,Urological,"",44,"",42,""
10939,2018Q4,S92000003,d,SB0801,Lung,"",34,"",27,""
10940,2019Q1,S92000003,d,S08000015,Breast,"",76,"",58,""
10941,2019Q1,S92000003,d,S08000015,Cervical,"",2,"",2,""
10942,2019Q1,S92000003,d,S08000015,Colorectal,"",33,"",20,""
10943,2019Q1,S92000003,d,S08000015,Head & Neck,"",5,"",5,""
10944,2019Q1,S92000003,d,S08000015,Lung,"",40,"",40,""
10945,2019Q1,S92000003,d,S08000015,Lymphoma,"",3,"",3,""
10946,2019Q1,S92000003,d,S08000015,Melanoma,"",5,"",5,""
10947,2019Q1,S92000003,d,S08000015,Ovarian,"",5,"",5,""
10948,2019Q1,S92000003,d,S08000015,Upper GI,"",20,"",18,""
10949,2019Q1,S92000003,d,S08000015,Urological,"",44,"",41,""
10950,2019Q1,S92000003,d,S08000016,Breast,"",6,"",6,""
10951,2019Q1,S92000003,d,S08000016,Cervical,"",1,"",1,""
10952,2019Q1,S92000003,d,S08000016,Colorectal,"",22,"",14,""
10953,2019Q1,S92000003,d,S08000016,Head & Neck,"",3,"",3,""
10954,2019Q1,S92000003,d,S08000016,Lung,"",12,"",12,""
10955,2019Q1,S92000003,d,S08000016,Lymphoma,"",5,"",5,""
10956,2019Q1,S92000003,d,S08000016,Melanoma,"",6,"",6,""
10957,2019Q1,S92000003,d,S08000016,Ovarian,"",3,"",3,""
10958,2019Q1,S92000003,d,S08000016,Upper GI,"",5,"",5,""
10959,2019Q1,S92000003,d,S08000016,Urological,"",12,"",11,""
10960,2019Q1,S92000003,d,S08000017,Breast,"",14,"",14,""
10961,2019Q1,S92000003,d,S08000017,Colorectal,"",11,"",9,""
10962,2019Q1,S92000003,d,S08000017,Head & Neck,"",1,"",1,""
10963,2019Q1,S92000003,d,S08000017,Lung,"",30,"",30,""
10964,2019Q1,S92000003,d,S08000017,Lymphoma,"",2,"",2,""
10965,2019Q1,S92000003,d,S08000017,Melanoma,"",4,"",4,""
10966,2019Q1,S92000003,d,S08000017,Ovarian,"",1,"",1,""
10967,2019Q1,S92000003,d,S08000017,Upper GI,"",11,"",11,""
10968,2019Q1,S92000003,d,S08000017,Urological,"",18,"",16,""
10969,2019Q1,S92000003,d,S08000019,Breast,"",31,"",30,""
10970,2019Q1,S92000003,d,S08000019,Cervical,"",1,"",1,""
10971,2019Q1,S92000003,d,S08000019,Colorectal,"",34,"",23,""
10972,2019Q1,S92000003,d,S08000019,Head & Neck,"",2,"",2,""
10973,2019Q1,S92000003,d,S08000019,Lung,"",21,"",20,""
10974,2019Q1,S92000003,d,S08000019,Lymphoma,"",8,"",8,""
10975,2019Q1,S92000003,d,S08000019,Melanoma,"",15,"",11,""
10976,2019Q1,S92000003,d,S08000019,Ovarian,"",1,"",1,""
10977,2019Q1,S92000003,d,S08000019,Upper GI,"",27,"",26,""
10978,2019Q1,S92000003,d,S08000019,Urological,"",53,"",48,""
10979,2019Q1,S92000003,d,S08000020,Breast,"",70,"",61,""
10980,2019Q1,S92000003,d,S08000020,Cervical,"",5,"",4,""
10981,2019Q1,S92000003,d,S08000020,Colorectal,"",70,"",40,""
10982,2019Q1,S92000003,d,S08000020,Head & Neck,"",16,"",15,""
10983,2019Q1,S92000003,d,S08000020,Lung,"",61,"",50,""
10984,2019Q1,S92000003,d,S08000020,Lymphoma,"",8,"",6,""
10985,2019Q1,S92000003,d,S08000020,Melanoma,"",11,"",8,""
10986,2019Q1,S92000003,d,S08000020,Ovarian,"",5,"",3,""
10987,2019Q1,S92000003,d,S08000020,Upper GI,"",50,"",49,""
10988,2019Q1,S92000003,d,S08000020,Urological,"",78,"",51,""
10989,2019Q1,S92000003,d,S08000022,Breast,"",62,"",60,""
10990,2019Q1,S92000003,d,S08000022,Cervical,"",3,"",3,""
10991,2019Q1,S92000003,d,S08000022,Colorectal,"",37,"",23,""
10992,2019Q1,S92000003,d,S08000022,Head & Neck,"",3,"",2,""
10993,2019Q1,S92000003,d,S08000022,Lung,"",25,"",25,""
10994,2019Q1,S92000003,d,S08000022,Lymphoma,"",14,"",10,""
10995,2019Q1,S92000003,d,S08000022,Melanoma,"",6,"",5,""
10996,2019Q1,S92000003,d,S08000022,Ovarian,"",1,"",0,""
10997,2019Q1,S92000003,d,S08000022,Upper GI,"",20,"",20,""
10998,2019Q1,S92000003,d,S08000022,Urological,"",49,"",15,""
10999,2019Q1,S92000003,d,S08000024,Breast,"",171,"",165,""
11000,2019Q1,S92000003,d,S08000024,Cervical,"",10,"",9,""
11001,2019Q1,S92000003,d,S08000024,Colorectal,"",78,"",38,""
11002,2019Q1,S92000003,d,S08000024,Head & Neck,"",32,"",31,""
11003,2019Q1,S92000003,d,S08000024,Lung,"",65,"",61,""
11004,2019Q1,S92000003,d,S08000024,Lymphoma,"",14,"",12,""
11005,2019Q1,S92000003,d,S08000024,Melanoma,"",22,"",13,""
11006,2019Q1,S92000003,d,S08000024,Ovarian,"",7,"",7,""
11007,2019Q1,S92000003,d,S08000024,Upper GI,"",65,"",57,""
11008,2019Q1,S92000003,d,S08000024,Urological,"",126,"",68,""
11009,2019Q1,S92000003,d,S08000025,Colorectal,"",2,"",2,""
11010,2019Q1,S92000003,d,S08000025,Lung,"",1,"",1,""
11011,2019Q1,S92000003,d,S08000025,Melanoma,"",1,"",1,""
11012,2019Q1,S92000003,d,S08000025,Ovarian,"",2,"",2,""
11013,2019Q1,S92000003,d,S08000025,Urological,"",1,"",0,""
11014,2019Q1,S92000003,d,S08000026,Breast,"",1,"",1,""
11015,2019Q1,S92000003,d,S08000026,Cervical,"",1,"",1,""
11016,2019Q1,S92000003,d,S08000026,Colorectal,"",2,"",2,""
11017,2019Q1,S92000003,d,S08000026,Ovarian,"",1,"",1,""
11018,2019Q1,S92000003,d,S08000026,Urological,"",2,"",2,""
11019,2019Q1,S92000003,d,S08000028,Colorectal,"",4,"",3,""
11020,2019Q1,S92000003,d,S08000028,Lung,"",1,"",1,""
11021,2019Q1,S92000003,d,S08000028,Melanoma,"",1,"",1,""
11022,2019Q1,S92000003,d,S08000028,Upper GI,"",3,"",2,""
11023,2019Q1,S92000003,d,S08000028,Urological,"",2,"",2,""
11024,2019Q1,S92000003,d,S08000029,Breast,"",38,"",34,""
11025,2019Q1,S92000003,d,S08000029,Colorectal,"",40,"",40,""
11026,2019Q1,S92000003,d,S08000029,Head & Neck,"",1,"",1,""
11027,2019Q1,S92000003,d,S08000029,Lung,"",35,"",34,""
11028,2019Q1,S92000003,d,S08000029,Lymphoma,"",4,"",3,""
11029,2019Q1,S92000003,d,S08000029,Melanoma,"",8,"",8,""
11030,2019Q1,S92000003,d,S08000029,Ovarian,"",3,"",3,""
11031,2019Q1,S92000003,d,S08000029,Upper GI,"",23,"",21,""
11032,2019Q1,S92000003,d,S08000029,Urological,"",50,"",35,""
11033,2019Q1,S92000003,d,S08000030,Breast,"",78,"",73,""
11034,2019Q1,S92000003,d,S08000030,Colorectal,"",36,"",29,""
11035,2019Q1,S92000003,d,S08000030,Head & Neck,"",9,"",7,""
11036,2019Q1,S92000003,d,S08000030,Lung,"",44,"",37,""
11037,2019Q1,S92000003,d,S08000030,Melanoma,"",7,"",6,""
11038,2019Q1,S92000003,d,S08000030,Ovarian,"",9,"",9,""
11039,2019Q1,S92000003,d,S08000030,Upper GI,"",19,"",19,""
11040,2019Q1,S92000003,d,S08000030,Urological,"",35,"",30,""
11041,2019Q1,S92000003,d,S08000031,Breast,"",301,"",240,""
11042,2019Q1,S92000003,d,S08000031,Cervical,"",17,"",15,""
11043,2019Q1,S92000003,d,S08000031,Colorectal,"",155,"",89,""
11044,2019Q1,S92000003,d,S08000031,Head & Neck,"",55,"",39,""
11045,2019Q1,S92000003,d,S08000031,Lung,"",138,"",127,""
11046,2019Q1,S92000003,d,S08000031,Lymphoma,"",30,"",30,""
11047,2019Q1,S92000003,d,S08000031,Melanoma,"",41,"",40,""
11048,2019Q1,S92000003,d,S08000031,Ovarian,"",39,"",37,""
