_id,MonthOfDelay,HBT,HBTQF,AgeGroup,AgeGroupQF,ReasonForDelay,ReasonForDelayQF,NumberOfDelayedBedDays,AverageDailyNumberOfDelayedBeds
8304,201907,S08000032,"",18-74,"",Code 9 AWI,"",182,6
8305,201907,S08000032,"",18-74,"",Code 9 Non-AWI,"",341,11
8306,201907,S08000032,"",75plus,"",All Delay Reasons,d,4550,147
8307,201907,S08000032,"",75plus,"",Health and Social Care Reasons,"",3991,129
8308,201907,S08000032,"",75plus,"",Patient and Family Related Reasons,"",40,1
8309,201907,S08000032,"",75plus,"",Code 9 AWI,"",475,15
8310,201907,S08000032,"",75plus,"",Code 9 Non-AWI,"",44,1
8311,201907,S92000003,d,18plus,d,All Delay Reasons,d,45396,1464
8312,201907,S92000003,d,18plus,d,Health and Social Care Reasons,"",35251,1137
8313,201907,S92000003,d,18plus,d,Patient and Family Related Reasons,"",1091,35
8314,201907,S92000003,d,18plus,d,Code 9 AWI,"",6309,204
8315,201907,S92000003,d,18plus,d,Code 9 Non-AWI,"",2745,89
8316,201907,S92000003,d,18-74,"",All Delay Reasons,d,15072,486
8317,201907,S92000003,d,18-74,"",Health and Social Care Reasons,"",10119,326
8318,201907,S92000003,d,18-74,"",Patient and Family Related Reasons,"",290,9
8319,201907,S92000003,d,18-74,"",Code 9 AWI,"",2445,79
8320,201907,S92000003,d,18-74,"",Code 9 Non-AWI,"",2218,72
8321,201907,S92000003,d,75plus,"",All Delay Reasons,d,30324,978
8322,201907,S92000003,d,75plus,"",Health and Social Care Reasons,"",25132,811
8323,201907,S92000003,d,75plus,"",Patient and Family Related Reasons,"",801,26
8324,201907,S92000003,d,75plus,"",Code 9 AWI,"",3864,125
8325,201907,S92000003,d,75plus,"",Code 9 Non-AWI,"",527,17
8326,201908,S08000015,"",18plus,d,All Delay Reasons,d,5195,168
8327,201908,S08000015,"",18plus,d,Health and Social Care Reasons,"",4371,141
8328,201908,S08000015,"",18plus,d,Patient and Family Related Reasons,"",38,1
8329,201908,S08000015,"",18plus,d,Code 9 AWI,"",630,20
8330,201908,S08000015,"",18plus,d,Code 9 Non-AWI,"",156,5
8331,201908,S08000015,"",18-74,"",All Delay Reasons,d,1264,41
8332,201908,S08000015,"",18-74,"",Health and Social Care Reasons,"",954,31
8333,201908,S08000015,"",18-74,"",Patient and Family Related Reasons,"",0,0
8334,201908,S08000015,"",18-74,"",Code 9 AWI,"",216,7
8335,201908,S08000015,"",18-74,"",Code 9 Non-AWI,"",94,3
8336,201908,S08000015,"",75plus,"",All Delay Reasons,d,3931,127
8337,201908,S08000015,"",75plus,"",Health and Social Care Reasons,"",3417,110
8338,201908,S08000015,"",75plus,"",Patient and Family Related Reasons,"",38,1
8339,201908,S08000015,"",75plus,"",Code 9 AWI,"",414,13
8340,201908,S08000015,"",75plus,"",Code 9 Non-AWI,"",62,2
8341,201908,S08000016,"",18plus,d,All Delay Reasons,d,1138,37
8342,201908,S08000016,"",18plus,d,Health and Social Care Reasons,"",880,28
8343,201908,S08000016,"",18plus,d,Patient and Family Related Reasons,"",80,3
8344,201908,S08000016,"",18plus,d,Code 9 AWI,"",178,6
8345,201908,S08000016,"",18plus,d,Code 9 Non-AWI,"",0,0
8346,201908,S08000016,"",18-74,"",All Delay Reasons,d,353,11
8347,201908,S08000016,"",18-74,"",Health and Social Care Reasons,"",238,8
8348,201908,S08000016,"",18-74,"",Patient and Family Related Reasons,"",31,1
8349,201908,S08000016,"",18-74,"",Code 9 AWI,"",84,3
8350,201908,S08000016,"",18-74,"",Code 9 Non-AWI,"",0,0
8351,201908,S08000016,"",75plus,"",All Delay Reasons,d,785,25
8352,201908,S08000016,"",75plus,"",Health and Social Care Reasons,"",642,21
8353,201908,S08000016,"",75plus,"",Patient and Family Related Reasons,"",49,2
8354,201908,S08000016,"",75plus,"",Code 9 AWI,"",94,3
8355,201908,S08000016,"",75plus,"",Code 9 Non-AWI,"",0,0
8356,201908,S08000017,"",18plus,d,All Delay Reasons,d,1808,58
8357,201908,S08000017,"",18plus,d,Health and Social Care Reasons,"",1577,51
8358,201908,S08000017,"",18plus,d,Patient and Family Related Reasons,"",39,1
8359,201908,S08000017,"",18plus,d,Code 9 AWI,"",170,5
8360,201908,S08000017,"",18plus,d,Code 9 Non-AWI,"",22,1
8361,201908,S08000017,"",18-74,"",All Delay Reasons,d,511,16
8362,201908,S08000017,"",18-74,"",Health and Social Care Reasons,"",449,14
8363,201908,S08000017,"",18-74,"",Patient and Family Related Reasons,"",0,0
8364,201908,S08000017,"",18-74,"",Code 9 AWI,"",62,2
8365,201908,S08000017,"",18-74,"",Code 9 Non-AWI,"",0,0
8366,201908,S08000017,"",75plus,"",All Delay Reasons,d,1297,42
8367,201908,S08000017,"",75plus,"",Health and Social Care Reasons,"",1128,36
8368,201908,S08000017,"",75plus,"",Patient and Family Related Reasons,"",39,1
8369,201908,S08000017,"",75plus,"",Code 9 AWI,"",108,3
8370,201908,S08000017,"",75plus,"",Code 9 Non-AWI,"",22,1
8371,201908,S08000019,"",18plus,d,All Delay Reasons,d,2770,89
8372,201908,S08000019,"",18plus,d,Health and Social Care Reasons,"",2084,67
8373,201908,S08000019,"",18plus,d,Patient and Family Related Reasons,"",34,1
8374,201908,S08000019,"",18plus,d,Code 9 AWI,"",373,12
8375,201908,S08000019,"",18plus,d,Code 9 Non-AWI,"",279,9
8376,201908,S08000019,"",18-74,"",All Delay Reasons,d,891,29
8377,201908,S08000019,"",18-74,"",Health and Social Care Reasons,"",525,17
8378,201908,S08000019,"",18-74,"",Patient and Family Related Reasons,"",12,0
8379,201908,S08000019,"",18-74,"",Code 9 AWI,"",106,3
8380,201908,S08000019,"",18-74,"",Code 9 Non-AWI,"",248,8
8381,201908,S08000019,"",75plus,"",All Delay Reasons,d,1879,61
8382,201908,S08000019,"",75plus,"",Health and Social Care Reasons,"",1559,50
8383,201908,S08000019,"",75plus,"",Patient and Family Related Reasons,"",22,1
8384,201908,S08000019,"",75plus,"",Code 9 AWI,"",267,9
8385,201908,S08000019,"",75plus,"",Code 9 Non-AWI,"",31,1
8386,201908,S08000020,"",18plus,d,All Delay Reasons,d,3194,103
8387,201908,S08000020,"",18plus,d,Health and Social Care Reasons,"",2552,82
8388,201908,S08000020,"",18plus,d,Patient and Family Related Reasons,"",44,1
8389,201908,S08000020,"",18plus,d,Code 9 AWI,"",474,15
8390,201908,S08000020,"",18plus,d,Code 9 Non-AWI,"",124,4
8391,201908,S08000020,"",18-74,"",All Delay Reasons,d,1007,32
8392,201908,S08000020,"",18-74,"",Health and Social Care Reasons,"",688,22
8393,201908,S08000020,"",18-74,"",Patient and Family Related Reasons,"",4,0
8394,201908,S08000020,"",18-74,"",Code 9 AWI,"",191,6
8395,201908,S08000020,"",18-74,"",Code 9 Non-AWI,"",124,4
8396,201908,S08000020,"",75plus,"",All Delay Reasons,d,2187,71
8397,201908,S08000020,"",75plus,"",Health and Social Care Reasons,"",1864,60
8398,201908,S08000020,"",75plus,"",Patient and Family Related Reasons,"",40,1
8399,201908,S08000020,"",75plus,"",Code 9 AWI,"",283,9
8400,201908,S08000020,"",75plus,"",Code 9 Non-AWI,"",0,0
8401,201908,S08000022,"",18plus,d,All Delay Reasons,d,4294,139
8402,201908,S08000022,"",18plus,d,Health and Social Care Reasons,"",3437,111
8403,201908,S08000022,"",18plus,d,Patient and Family Related Reasons,"",47,2
8404,201908,S08000022,"",18plus,d,Code 9 AWI,"",717,23
8405,201908,S08000022,"",18plus,d,Code 9 Non-AWI,"",93,3
8406,201908,S08000022,"",18-74,"",All Delay Reasons,d,1005,32
8407,201908,S08000022,"",18-74,"",Health and Social Care Reasons,"",663,21
8408,201908,S08000022,"",18-74,"",Patient and Family Related Reasons,"",2,0
8409,201908,S08000022,"",18-74,"",Code 9 AWI,"",247,8
8410,201908,S08000022,"",18-74,"",Code 9 Non-AWI,"",93,3
8411,201908,S08000022,"",75plus,"",All Delay Reasons,d,3289,106
8412,201908,S08000022,"",75plus,"",Health and Social Care Reasons,"",2774,89
8413,201908,S08000022,"",75plus,"",Patient and Family Related Reasons,"",45,1
8414,201908,S08000022,"",75plus,"",Code 9 AWI,"",470,15
8415,201908,S08000022,"",75plus,"",Code 9 Non-AWI,"",0,0
8416,201908,S08000024,"",18plus,d,All Delay Reasons,d,8408,271
8417,201908,S08000024,"",18plus,d,Health and Social Care Reasons,"",6964,225
8418,201908,S08000024,"",18plus,d,Patient and Family Related Reasons,"",267,9
8419,201908,S08000024,"",18plus,d,Code 9 AWI,"",1031,33
8420,201908,S08000024,"",18plus,d,Code 9 Non-AWI,"",146,5
8421,201908,S08000024,"",18-74,"",All Delay Reasons,d,2460,79
8422,201908,S08000024,"",18-74,"",Health and Social Care Reasons,"",1888,61
8423,201908,S08000024,"",18-74,"",Patient and Family Related Reasons,"",79,3
8424,201908,S08000024,"",18-74,"",Code 9 AWI,"",376,12
8425,201908,S08000024,"",18-74,"",Code 9 Non-AWI,"",117,4
8426,201908,S08000024,"",75plus,"",All Delay Reasons,d,5948,192
8427,201908,S08000024,"",75plus,"",Health and Social Care Reasons,"",5076,164
8428,201908,S08000024,"",75plus,"",Patient and Family Related Reasons,"",188,6
8429,201908,S08000024,"",75plus,"",Code 9 AWI,"",655,21
8430,201908,S08000024,"",75plus,"",Code 9 Non-AWI,"",29,1
8431,201908,S08000025,"",18plus,d,All Delay Reasons,d,23,1
8432,201908,S08000025,"",18plus,d,Health and Social Care Reasons,"",23,1
8433,201908,S08000025,"",18plus,d,Patient and Family Related Reasons,"",0,0
8434,201908,S08000025,"",18plus,d,Code 9 AWI,"",0,0
8435,201908,S08000025,"",18plus,d,Code 9 Non-AWI,"",0,0
8436,201908,S08000025,"",18-74,"",All Delay Reasons,d,0,0
8437,201908,S08000025,"",18-74,"",Health and Social Care Reasons,"",0,0
8438,201908,S08000025,"",18-74,"",Patient and Family Related Reasons,"",0,0
8439,201908,S08000025,"",18-74,"",Code 9 AWI,"",0,0
8440,201908,S08000025,"",18-74,"",Code 9 Non-AWI,"",0,0
8441,201908,S08000025,"",75plus,"",All Delay Reasons,d,23,1
8442,201908,S08000025,"",75plus,"",Health and Social Care Reasons,"",23,1
8443,201908,S08000025,"",75plus,"",Patient and Family Related Reasons,"",0,0
8444,201908,S08000025,"",75plus,"",Code 9 AWI,"",0,0
8445,201908,S08000025,"",75plus,"",Code 9 Non-AWI,"",0,0
8446,201908,S08000026,"",18plus,d,All Delay Reasons,d,128,4
8447,201908,S08000026,"",18plus,d,Health and Social Care Reasons,"",125,4
8448,201908,S08000026,"",18plus,d,Patient and Family Related Reasons,"",3,0
8449,201908,S08000026,"",18plus,d,Code 9 AWI,"",0,0
8450,201908,S08000026,"",18plus,d,Code 9 Non-AWI,"",0,0
8451,201908,S08000026,"",18-74,"",All Delay Reasons,d,22,1
8452,201908,S08000026,"",18-74,"",Health and Social Care Reasons,"",19,1
8453,201908,S08000026,"",18-74,"",Patient and Family Related Reasons,"",3,0
8454,201908,S08000026,"",18-74,"",Code 9 AWI,"",0,0
8455,201908,S08000026,"",18-74,"",Code 9 Non-AWI,"",0,0
8456,201908,S08000026,"",75plus,"",All Delay Reasons,d,106,3
8457,201908,S08000026,"",75plus,"",Health and Social Care Reasons,"",106,3
8458,201908,S08000026,"",75plus,"",Patient and Family Related Reasons,"",0,0
8459,201908,S08000026,"",75plus,"",Code 9 AWI,"",0,0
8460,201908,S08000026,"",75plus,"",Code 9 Non-AWI,"",0,0
8461,201908,S08000028,"",18plus,d,All Delay Reasons,d,600,19
8462,201908,S08000028,"",18plus,d,Health and Social Care Reasons,"",218,7
8463,201908,S08000028,"",18plus,d,Patient and Family Related Reasons,"",0,0
8464,201908,S08000028,"",18plus,d,Code 9 AWI,"",0,0
8465,201908,S08000028,"",18plus,d,Code 9 Non-AWI,"",382,12
8466,201908,S08000028,"",18-74,"",All Delay Reasons,d,165,5
8467,201908,S08000028,"",18-74,"",Health and Social Care Reasons,"",72,2
8468,201908,S08000028,"",18-74,"",Patient and Family Related Reasons,"",0,0
8469,201908,S08000028,"",18-74,"",Code 9 AWI,"",0,0
8470,201908,S08000028,"",18-74,"",Code 9 Non-AWI,"",93,3
8471,201908,S08000028,"",75plus,"",All Delay Reasons,d,435,14
8472,201908,S08000028,"",75plus,"",Health and Social Care Reasons,"",146,5
8473,201908,S08000028,"",75plus,"",Patient and Family Related Reasons,"",0,0
8474,201908,S08000028,"",75plus,"",Code 9 AWI,"",0,0
8475,201908,S08000028,"",75plus,"",Code 9 Non-AWI,"",289,9
8476,201908,S08000029,"",18plus,d,All Delay Reasons,d,3550,115
8477,201908,S08000029,"",18plus,d,Health and Social Care Reasons,"",2433,78
8478,201908,S08000029,"",18plus,d,Patient and Family Related Reasons,"",7,0
8479,201908,S08000029,"",18plus,d,Code 9 AWI,"",826,27
8480,201908,S08000029,"",18plus,d,Code 9 Non-AWI,"",284,9
8481,201908,S08000029,"",18-74,"",All Delay Reasons,d,1729,56
8482,201908,S08000029,"",18-74,"",Health and Social Care Reasons,"",1032,33
8483,201908,S08000029,"",18-74,"",Patient and Family Related Reasons,"",7,0
8484,201908,S08000029,"",18-74,"",Code 9 AWI,"",425,14
8485,201908,S08000029,"",18-74,"",Code 9 Non-AWI,"",265,9
8486,201908,S08000029,"",75plus,"",All Delay Reasons,d,1821,59
8487,201908,S08000029,"",75plus,"",Health and Social Care Reasons,"",1401,45
8488,201908,S08000029,"",75plus,"",Patient and Family Related Reasons,"",0,0
8489,201908,S08000029,"",75plus,"",Code 9 AWI,"",401,13
8490,201908,S08000029,"",75plus,"",Code 9 Non-AWI,"",19,1
8491,201908,S08000030,"",18plus,d,All Delay Reasons,d,2315,75
8492,201908,S08000030,"",18plus,d,Health and Social Care Reasons,"",1823,59
8493,201908,S08000030,"",18plus,d,Patient and Family Related Reasons,"",18,1
8494,201908,S08000030,"",18plus,d,Code 9 AWI,"",128,4
8495,201908,S08000030,"",18plus,d,Code 9 Non-AWI,"",346,11
8496,201908,S08000030,"",18-74,"",All Delay Reasons,d,1026,33
8497,201908,S08000030,"",18-74,"",Health and Social Care Reasons,"",633,20
8498,201908,S08000030,"",18-74,"",Patient and Family Related Reasons,"",0,0
8499,201908,S08000030,"",18-74,"",Code 9 AWI,"",48,2
8500,201908,S08000030,"",18-74,"",Code 9 Non-AWI,"",345,11
8501,201908,S08000030,"",75plus,"",All Delay Reasons,d,1289,42
8502,201908,S08000030,"",75plus,"",Health and Social Care Reasons,"",1190,38
8503,201908,S08000030,"",75plus,"",Patient and Family Related Reasons,"",18,1
8504,201908,S08000030,"",75plus,"",Code 9 AWI,"",80,3
8505,201908,S08000030,"",75plus,"",Code 9 Non-AWI,"",1,0
8506,201908,S08000031,"",18plus,d,All Delay Reasons,d,6329,204
8507,201908,S08000031,"",18plus,d,Health and Social Care Reasons,"",4281,138
8508,201908,S08000031,"",18plus,d,Patient and Family Related Reasons,"",332,11
8509,201908,S08000031,"",18plus,d,Code 9 AWI,"",1277,41
8510,201908,S08000031,"",18plus,d,Code 9 Non-AWI,"",439,14
8511,201908,S08000031,"",18-74,"",All Delay Reasons,d,2563,83
8512,201908,S08000031,"",18-74,"",Health and Social Care Reasons,"",1450,47
8513,201908,S08000031,"",18-74,"",Patient and Family Related Reasons,"",58,2
8514,201908,S08000031,"",18-74,"",Code 9 AWI,"",616,20
8515,201908,S08000031,"",18-74,"",Code 9 Non-AWI,"",439,14
8516,201908,S08000031,"",75plus,"",All Delay Reasons,d,3766,121
8517,201908,S08000031,"",75plus,"",Health and Social Care Reasons,"",2831,91
8518,201908,S08000031,"",75plus,"",Patient and Family Related Reasons,"",274,9
8519,201908,S08000031,"",75plus,"",Code 9 AWI,"",661,21
8520,201908,S08000031,"",75plus,"",Code 9 Non-AWI,"",0,0
8521,201908,S08000032,"",18plus,d,All Delay Reasons,d,7145,230
8522,201908,S08000032,"",18plus,d,Health and Social Care Reasons,"",6142,198
8523,201908,S08000032,"",18plus,d,Patient and Family Related Reasons,"",67,2
8524,201908,S08000032,"",18plus,d,Code 9 AWI,"",609,20
8525,201908,S08000032,"",18plus,d,Code 9 Non-AWI,"",327,11
8526,201908,S08000032,"",18-74,"",All Delay Reasons,d,2303,74
8527,201908,S08000032,"",18-74,"",Health and Social Care Reasons,"",1773,57
8528,201908,S08000032,"",18-74,"",Patient and Family Related Reasons,"",31,1
8529,201908,S08000032,"",18-74,"",Code 9 AWI,"",172,6
8530,201908,S08000032,"",18-74,"",Code 9 Non-AWI,"",327,11
8531,201908,S08000032,"",75plus,"",All Delay Reasons,d,4842,156
8532,201908,S08000032,"",75plus,"",Health and Social Care Reasons,"",4369,141
8533,201908,S08000032,"",75plus,"",Patient and Family Related Reasons,"",36,1
8534,201908,S08000032,"",75plus,"",Code 9 AWI,"",437,14
8535,201908,S08000032,"",75plus,"",Code 9 Non-AWI,"",0,0
8536,201908,S92000003,d,18plus,d,All Delay Reasons,d,46897,1513
8537,201908,S92000003,d,18plus,d,Health and Social Care Reasons,"",36910,1191
8538,201908,S92000003,d,18plus,d,Patient and Family Related Reasons,"",976,31
8539,201908,S92000003,d,18plus,d,Code 9 AWI,"",6413,207
8540,201908,S92000003,d,18plus,d,Code 9 Non-AWI,"",2598,84
8541,201908,S92000003,d,18-74,"",All Delay Reasons,d,15299,494
8542,201908,S92000003,d,18-74,"",Health and Social Care Reasons,"",10384,335
8543,201908,S92000003,d,18-74,"",Patient and Family Related Reasons,"",227,7
8544,201908,S92000003,d,18-74,"",Code 9 AWI,"",2543,82
8545,201908,S92000003,d,18-74,"",Code 9 Non-AWI,"",2145,69
8546,201908,S92000003,d,75plus,"",All Delay Reasons,d,31598,1019
8547,201908,S92000003,d,75plus,"",Health and Social Care Reasons,"",26526,856
8548,201908,S92000003,d,75plus,"",Patient and Family Related Reasons,"",749,24
8549,201908,S92000003,d,75plus,"",Code 9 AWI,"",3870,125
8550,201908,S92000003,d,75plus,"",Code 9 Non-AWI,"",453,15
8551,201909,S08000015,"",18plus,d,All Delay Reasons,d,4305,144
8552,201909,S08000015,"",18plus,d,Health and Social Care Reasons,"",3347,112
8553,201909,S08000015,"",18plus,d,Patient and Family Related Reasons,"",19,1
8554,201909,S08000015,"",18plus,d,Code 9 AWI,"",694,23
8555,201909,S08000015,"",18plus,d,Code 9 Non-AWI,"",245,8
8556,201909,S08000015,"",18-74,"",All Delay Reasons,d,1148,38
8557,201909,S08000015,"",18-74,"",Health and Social Care Reasons,"",795,27
8558,201909,S08000015,"",18-74,"",Patient and Family Related Reasons,"",0,0
8559,201909,S08000015,"",18-74,"",Code 9 AWI,"",186,6
8560,201909,S08000015,"",18-74,"",Code 9 Non-AWI,"",167,6
8561,201909,S08000015,"",75plus,"",All Delay Reasons,d,3157,105
8562,201909,S08000015,"",75plus,"",Health and Social Care Reasons,"",2552,85
8563,201909,S08000015,"",75plus,"",Patient and Family Related Reasons,"",19,1
8564,201909,S08000015,"",75plus,"",Code 9 AWI,"",508,17
8565,201909,S08000015,"",75plus,"",Code 9 Non-AWI,"",78,3
8566,201909,S08000016,"",18plus,d,All Delay Reasons,d,1115,37
8567,201909,S08000016,"",18plus,d,Health and Social Care Reasons,"",922,31
8568,201909,S08000016,"",18plus,d,Patient and Family Related Reasons,"",46,2
8569,201909,S08000016,"",18plus,d,Code 9 AWI,"",76,3
8570,201909,S08000016,"",18plus,d,Code 9 Non-AWI,"",71,2
8571,201909,S08000016,"",18-74,"",All Delay Reasons,d,463,15
8572,201909,S08000016,"",18-74,"",Health and Social Care Reasons,"",332,11
8573,201909,S08000016,"",18-74,"",Patient and Family Related Reasons,"",30,1
8574,201909,S08000016,"",18-74,"",Code 9 AWI,"",60,2
8575,201909,S08000016,"",18-74,"",Code 9 Non-AWI,"",41,1
8576,201909,S08000016,"",75plus,"",All Delay Reasons,d,652,22
8577,201909,S08000016,"",75plus,"",Health and Social Care Reasons,"",590,20
8578,201909,S08000016,"",75plus,"",Patient and Family Related Reasons,"",16,1
8579,201909,S08000016,"",75plus,"",Code 9 AWI,"",16,1
8580,201909,S08000016,"",75plus,"",Code 9 Non-AWI,"",30,1
8581,201909,S08000017,"",18plus,d,All Delay Reasons,d,1712,57
8582,201909,S08000017,"",18plus,d,Health and Social Care Reasons,"",1372,46
8583,201909,S08000017,"",18plus,d,Patient and Family Related Reasons,"",25,1
8584,201909,S08000017,"",18plus,d,Code 9 AWI,"",230,8
8585,201909,S08000017,"",18plus,d,Code 9 Non-AWI,"",85,3
8586,201909,S08000017,"",18-74,"",All Delay Reasons,d,464,15
8587,201909,S08000017,"",18-74,"",Health and Social Care Reasons,"",348,12
8588,201909,S08000017,"",18-74,"",Patient and Family Related Reasons,"",0,0
8589,201909,S08000017,"",18-74,"",Code 9 AWI,"",60,2
8590,201909,S08000017,"",18-74,"",Code 9 Non-AWI,"",56,2
8591,201909,S08000017,"",75plus,"",All Delay Reasons,d,1248,42
8592,201909,S08000017,"",75plus,"",Health and Social Care Reasons,"",1024,34
8593,201909,S08000017,"",75plus,"",Patient and Family Related Reasons,"",25,1
8594,201909,S08000017,"",75plus,"",Code 9 AWI,"",170,6
8595,201909,S08000017,"",75plus,"",Code 9 Non-AWI,"",29,1
8596,201909,S08000019,"",18plus,d,All Delay Reasons,d,2662,89
8597,201909,S08000019,"",18plus,d,Health and Social Care Reasons,"",1767,59
8598,201909,S08000019,"",18plus,d,Patient and Family Related Reasons,"",21,1
8599,201909,S08000019,"",18plus,d,Code 9 AWI,"",491,16
8600,201909,S08000019,"",18plus,d,Code 9 Non-AWI,"",383,13
8601,201909,S08000019,"",18-74,"",All Delay Reasons,d,996,33
8602,201909,S08000019,"",18-74,"",Health and Social Care Reasons,"",521,17
8603,201909,S08000019,"",18-74,"",Patient and Family Related Reasons,"",0,0
8604,201909,S08000019,"",18-74,"",Code 9 AWI,"",122,4
8605,201909,S08000019,"",18-74,"",Code 9 Non-AWI,"",353,12
8606,201909,S08000019,"",75plus,"",All Delay Reasons,d,1666,56
8607,201909,S08000019,"",75plus,"",Health and Social Care Reasons,"",1246,42
8608,201909,S08000019,"",75plus,"",Patient and Family Related Reasons,"",21,1
