date,hbt,hb_name,treatment_location,department_type,number_of_attendances_aggregate,number_meeting_target_aggregate,percent_meeting_target
2020-11-01,S08000019,NHS Forth Valley,V217H,Emergency Department,3743,3451,92.19877103927331
2020-11-01,S08000020,NHS Grampian,N101H,Emergency Department,4009,3465,86.43053130456472
2020-11-01,S08000020,NHS Grampian,N121H,Emergency Department,1018,1002,98.42829076620825
2020-11-01,S08000020,NHS Grampian,N333H,Minor Injury Unit or Other,690,690,100
2020-11-01,S08000020,NHS Grampian,N334H,Minor Injury Unit or Other,429,429,100
2020-11-01,S08000020,NHS Grampian,N335H,Minor Injury Unit or Other,257,257,100
2020-11-01,S08000020,NHS Grampian,N411H,Emergency Department,1726,1621,93.91657010428737
2020-11-01,S08000031,NHS Greater Glasgow and Clyde,C206H,Minor Injury Unit or Other,947,919,97.04329461457233
2020-11-01,S08000031,NHS Greater Glasgow and Clyde,C313H,Emergency Department,1926,1769,91.8483904465213
2020-11-01,S08000031,NHS Greater Glasgow and Clyde,C418H,Emergency Department,3700,3303,89.27027027027027
2020-11-01,S08000031,NHS Greater Glasgow and Clyde,G107H,Emergency Department,5433,4825,88.80912939444137
2020-11-01,S08000031,NHS Greater Glasgow and Clyde,G207H,Minor Injury Unit or Other,1400,1399,99.92857142857143
2020-11-01,S08000031,NHS Greater Glasgow and Clyde,G306H,Minor Injury Unit or Other,1519,1511,99.47333772218565
2020-11-01,S08000031,NHS Greater Glasgow and Clyde,G405H,Emergency Department,6177,5001,80.96163186012627
2020-11-01,S08000031,NHS Greater Glasgow and Clyde,G513H,Emergency Department,3837,3792,98.82720875684127
2020-11-01,S08000022,NHS Highland,C106H,Minor Injury Unit or Other,438,438,100
2020-11-01,S08000022,NHS Highland,C108H,Minor Injury Unit or Other,54,53,98.14814814814815
2020-11-01,S08000022,NHS Highland,C113H,Minor Injury Unit or Other,217,217,100
2020-11-01,S08000022,NHS Highland,C121H,Emergency Department,563,543,96.44760213143873
2020-11-01,S08000022,NHS Highland,C122H,Minor Injury Unit or Other,343,333,97.08454810495627
2020-11-01,S08000022,NHS Highland,H101H,Minor Injury Unit or Other,13,13,100
2020-11-01,S08000022,NHS Highland,H103H,Emergency Department,567,532,93.82716049382715
2020-11-01,S08000022,NHS Highland,H106H,Minor Injury Unit or Other,7,7,100
2020-11-01,S08000022,NHS Highland,H202H,Emergency Department,2383,2117,88.83759966428872
2020-11-01,S08000022,NHS Highland,H208H,Minor Injury Unit or Other,126,126,100
2020-11-01,S08000022,NHS Highland,H212H,Emergency Department,543,513,94.47513812154696
2020-11-01,S08000022,NHS Highland,H214H,Minor Injury Unit or Other,266,264,99.24812030075188
2020-11-01,S08000022,NHS Highland,H215H,Minor Injury Unit or Other,50,50,100
2020-11-01,S08000022,NHS Highland,H219H,Minor Injury Unit or Other,104,104,100
2020-11-01,S08000022,NHS Highland,H224H,Minor Injury Unit or Other,281,274,97.50889679715303
2020-11-01,S08000022,NHS Highland,H227B,Minor Injury Unit or Other,43,43,100
2020-11-01,S08000022,NHS Highland,H227H,Minor Injury Unit or Other,95,95,100
2020-11-01,S08000032,NHS Lanarkshire,L106H,Emergency Department,4399,3684,83.74630597863151
2020-11-01,S08000032,NHS Lanarkshire,L302H,Emergency Department,4126,3553,86.11245758603975
2020-11-01,S08000032,NHS Lanarkshire,L308H,Emergency Department,5096,4274,83.86970172684458
2020-11-01,S08000024,NHS Lothian,S108H,Minor Injury Unit or Other,80,80,100
2020-11-01,S08000024,NHS Lothian,S116H,Minor Injury Unit or Other,2649,2375,89.65647414118536
2020-11-01,S08000024,NHS Lothian,S308H,Emergency Department,3577,3188,89.12496505451496
2020-11-01,S08000024,NHS Lothian,S314H,Emergency Department,8172,6784,83.01517376407244
2020-11-01,S08000024,NHS Lothian,S319H,Emergency Department,3298,3194,96.8465736810188
2020-11-01,S08000025,NHS Orkney,R103H,Emergency Department,437,424,97.02517162471396
2020-11-01,S08000026,NHS Shetland,Z102H,Emergency Department,443,433,97.74266365688487
2020-11-01,S08000030,NHS Tayside,T101H,Emergency Department,3572,3457,96.78051511758119
2020-11-01,S08000030,NHS Tayside,T202H,Emergency Department,1470,1443,98.16326530612245
2020-11-01,S08000030,NHS Tayside,T304H,Minor Injury Unit or Other,584,584,100
2020-11-01,S08000030,NHS Tayside,T319H,Minor Injury Unit or Other,273,273,100
2020-11-01,S08000028,NHS Western Isles,W106H,Minor Injury Unit or Other,40,40,100
2020-11-01,S08000028,NHS Western Isles,W107H,Emergency Department,362,352,97.23756906077348
2020-11-01,S08000028,NHS Western Isles,W108H,Minor Injury Unit or Other,77,76,98.7012987012987
2020-12-01,S08000015,NHS Ayrshire and Arran,A101H,Minor Injury Unit or Other,130,127,97.6923076923077
2020-12-01,S08000015,NHS Ayrshire and Arran,A110H,Minor Injury Unit or Other,37,37,100
2020-12-01,S08000015,NHS Ayrshire and Arran,A111H,Emergency Department,3811,3030,79.50669115717659
2020-12-01,S08000015,NHS Ayrshire and Arran,A210H,Emergency Department,1848,1374,74.35064935064936
2020-12-01,S08000015,NHS Ayrshire and Arran,A216H,Minor Injury Unit or Other,30,30,100
2020-12-01,S08000016,NHS Borders,B103H,Minor Injury Unit or Other,1,1,100
2020-12-01,S08000016,NHS Borders,B105H,Minor Injury Unit or Other,3,3,100
2020-12-01,S08000016,NHS Borders,B118H,Minor Injury Unit or Other,73,73,100
2020-12-01,S08000016,NHS Borders,B120H,Emergency Department,1997,1565,78.36755132699048
2020-12-01,S08000017,NHS Dumfries and Galloway,Y144H,Emergency Department,692,616,89.01734104046243
2020-12-01,S08000017,NHS Dumfries and Galloway,Y146H,Emergency Department,1916,1689,88.15240083507307
2020-12-01,S08000029,NHS Fife,F704H,Emergency Department,3980,3460,86.93467336683418
2020-12-01,S08000029,NHS Fife,F708H,Minor Injury Unit or Other,81,80,98.76543209876543
2020-12-01,S08000029,NHS Fife,F709H,Minor Injury Unit or Other,113,113,100
2020-12-01,S08000029,NHS Fife,F805H,Minor Injury Unit or Other,761,761,100
2020-12-01,S08000019,NHS Forth Valley,V201H,Minor Injury Unit or Other,1033,1032,99.90319457889642
2020-12-01,S08000019,NHS Forth Valley,V217H,Emergency Department,3446,3066,88.9727219965177
2020-12-01,S08000020,NHS Grampian,N101H,Emergency Department,3559,2808,78.89856701320596
2020-12-01,S08000020,NHS Grampian,N121H,Emergency Department,787,772,98.09402795425667
2020-12-01,S08000020,NHS Grampian,N333H,Minor Injury Unit or Other,423,422,99.76359338061465
2020-12-01,S08000020,NHS Grampian,N334H,Minor Injury Unit or Other,143,143,100
2020-12-01,S08000020,NHS Grampian,N335H,Minor Injury Unit or Other,155,151,97.41935483870968
2020-12-01,S08000020,NHS Grampian,N411H,Emergency Department,1719,1548,90.0523560209424
2020-12-01,S08000031,NHS Greater Glasgow and Clyde,C206H,Minor Injury Unit or Other,888,859,96.73423423423422
2020-12-01,S08000031,NHS Greater Glasgow and Clyde,C313H,Emergency Department,1885,1624,86.15384615384616
2020-12-01,S08000031,NHS Greater Glasgow and Clyde,C418H,Emergency Department,3829,3214,83.9383651083834
2020-12-01,S08000031,NHS Greater Glasgow and Clyde,G107H,Emergency Department,5263,4658,88.50465513965419
2020-12-01,S08000031,NHS Greater Glasgow and Clyde,G207H,Minor Injury Unit or Other,1175,1175,100
2020-12-01,S08000031,NHS Greater Glasgow and Clyde,G306H,Minor Injury Unit or Other,1367,1366,99.92684711046086
2020-12-01,S08000031,NHS Greater Glasgow and Clyde,G405H,Emergency Department,6054,4904,81.00429468120251
2020-12-01,S08000031,NHS Greater Glasgow and Clyde,G513H,Emergency Department,3479,3435,98.73526875538948
2020-12-01,S08000022,NHS Highland,C106H,Minor Injury Unit or Other,500,497,99.4
2020-12-01,S08000022,NHS Highland,C108H,Minor Injury Unit or Other,55,53,96.36363636363636
2020-12-01,S08000022,NHS Highland,C113H,Minor Injury Unit or Other,257,257,100
2020-12-01,S08000022,NHS Highland,C121H,Emergency Department,491,478,97.35234215885947
2020-12-01,S08000022,NHS Highland,C122H,Minor Injury Unit or Other,321,316,98.4423676012461
2020-12-01,S08000022,NHS Highland,H101H,Minor Injury Unit or Other,16,16,100
2020-12-01,S08000022,NHS Highland,H103H,Emergency Department,582,539,92.61168384879726
2020-12-01,S08000022,NHS Highland,H106H,Minor Injury Unit or Other,12,12,100
2020-12-01,S08000022,NHS Highland,H202H,Emergency Department,2224,1937,87.09532374100719
2020-12-01,S08000022,NHS Highland,H208H,Minor Injury Unit or Other,342,342,100
2020-12-01,S08000022,NHS Highland,H212H,Emergency Department,467,437,93.57601713062098
2020-12-01,S08000022,NHS Highland,H214H,Minor Injury Unit or Other,290,273,94.13793103448276
2020-12-01,S08000022,NHS Highland,H215H,Minor Injury Unit or Other,68,68,100
2020-12-01,S08000022,NHS Highland,H219H,Minor Injury Unit or Other,78,78,100
2020-12-01,S08000022,NHS Highland,H224H,Minor Injury Unit or Other,275,259,94.18181818181817
2020-12-01,S08000022,NHS Highland,H227B,Minor Injury Unit or Other,54,54,100
2020-12-01,S08000022,NHS Highland,H227H,Minor Injury Unit or Other,107,107,100
2020-12-01,S08000032,NHS Lanarkshire,L106H,Emergency Department,4444,3560,80.10801080108011
2020-12-01,S08000032,NHS Lanarkshire,L302H,Emergency Department,4085,3395,83.10893512851897
2020-12-01,S08000032,NHS Lanarkshire,L308H,Emergency Department,4602,3431,74.55454150369405
2020-12-01,S08000024,NHS Lothian,S108H,Minor Injury Unit or Other,65,65,100
2020-12-01,S08000024,NHS Lothian,S116H,Minor Injury Unit or Other,2484,2022,81.40096618357488
2020-12-01,S08000024,NHS Lothian,S308H,Emergency Department,3512,3065,87.27220956719817
2020-12-01,S08000024,NHS Lothian,S314H,Emergency Department,7973,6151,77.14787407500313
2020-12-01,S08000024,NHS Lothian,S319H,Emergency Department,2882,2803,97.2588480222068
2020-12-01,S08000025,NHS Orkney,R103H,Emergency Department,384,368,95.83333333333334
2020-12-01,S08000026,NHS Shetland,Z102H,Emergency Department,415,408,98.3132530120482
2020-12-01,S08000030,NHS Tayside,T101H,Emergency Department,3322,3117,93.82901866345576
2020-12-01,S08000030,NHS Tayside,T202H,Emergency Department,1297,1254,96.68465690053971
2020-12-01,S08000030,NHS Tayside,T304H,Minor Injury Unit or Other,534,533,99.812734082397
2020-12-01,S08000030,NHS Tayside,T319H,Minor Injury Unit or Other,249,249,100
2020-12-01,S08000028,NHS Western Isles,W106H,Minor Injury Unit or Other,35,35,100
2020-12-01,S08000028,NHS Western Isles,W107H,Emergency Department,292,286,97.94520547945206
2020-12-01,S08000028,NHS Western Isles,W108H,Minor Injury Unit or Other,52,52,100
2021-01-01,S08000015,NHS Ayrshire and Arran,A101H,Minor Injury Unit or Other,146,142,97.26027397260275
2021-01-01,S08000015,NHS Ayrshire and Arran,A110H,Minor Injury Unit or Other,51,51,100
2021-01-01,S08000015,NHS Ayrshire and Arran,A111H,Emergency Department,3276,2437,74.38949938949939
2021-01-01,S08000015,NHS Ayrshire and Arran,A210H,Emergency Department,1811,1509,83.32413031474324
2021-01-01,S08000015,NHS Ayrshire and Arran,A216H,Minor Injury Unit or Other,24,23,95.83333333333334
2021-01-01,S08000016,NHS Borders,B105H,Minor Injury Unit or Other,1,1,100
2021-01-01,S08000016,NHS Borders,B118H,Minor Injury Unit or Other,21,21,100
2021-01-01,S08000016,NHS Borders,B120H,Emergency Department,1896,1489,78.53375527426161
2021-01-01,S08000017,NHS Dumfries and Galloway,Y144H,Emergency Department,547,479,87.56855575868373
2021-01-01,S08000017,NHS Dumfries and Galloway,Y146H,Emergency Department,1582,1402,88.62199747155499
2021-01-01,S08000029,NHS Fife,F704H,Emergency Department,3657,3222,88.10500410172273
2021-01-01,S08000029,NHS Fife,F708H,Minor Injury Unit or Other,42,40,95.23809523809523
2021-01-01,S08000029,NHS Fife,F709H,Minor Injury Unit or Other,73,73,100
2021-01-01,S08000029,NHS Fife,F805H,Minor Injury Unit or Other,631,631,100
2021-01-01,S08000019,NHS Forth Valley,V201H,Minor Injury Unit or Other,747,746,99.8661311914324
2021-01-01,S08000019,NHS Forth Valley,V217H,Emergency Department,3514,3051,86.82413204325556
2021-01-01,S08000020,NHS Grampian,N101H,Emergency Department,3009,2214,73.57926221335993
2021-01-01,S08000020,NHS Grampian,N121H,Emergency Department,621,613,98.71175523349437
2021-01-01,S08000020,NHS Grampian,N333H,Minor Injury Unit or Other,187,187,100
2021-01-01,S08000020,NHS Grampian,N334H,Minor Injury Unit or Other,164,164,100
2021-01-01,S08000020,NHS Grampian,N335H,Minor Injury Unit or Other,176,175,99.43181818181817
2021-01-01,S08000020,NHS Grampian,N411H,Emergency Department,1341,1220,90.97688292319165
2021-01-01,S08000031,NHS Greater Glasgow and Clyde,C206H,Minor Injury Unit or Other,779,739,94.86521181001284
2021-01-01,S08000031,NHS Greater Glasgow and Clyde,C313H,Emergency Department,1633,1420,86.95652173913044
2021-01-01,S08000031,NHS Greater Glasgow and Clyde,C418H,Emergency Department,3561,3046,85.53777028924459
2021-01-01,S08000031,NHS Greater Glasgow and Clyde,G107H,Emergency Department,5155,4462,86.55674102812803
2021-01-01,S08000031,NHS Greater Glasgow and Clyde,G207H,Minor Injury Unit or Other,1220,1209,99.09836065573771
2021-01-01,S08000031,NHS Greater Glasgow and Clyde,G306H,Minor Injury Unit or Other,1310,1249,95.34351145038168
2021-01-01,S08000031,NHS Greater Glasgow and Clyde,G405H,Emergency Department,5821,4614,79.26473114585123
2021-01-01,S08000031,NHS Greater Glasgow and Clyde,G513H,Emergency Department,2827,2798,98.97417757339936
2021-01-01,S08000031,NHS Greater Glasgow and Clyde,G516H,Minor Injury Unit or Other,13,13,100
2021-01-01,S08000022,NHS Highland,C106H,Minor Injury Unit or Other,349,340,97.42120343839542
2021-01-01,S08000022,NHS Highland,C108H,Minor Injury Unit or Other,57,57,100
2021-01-01,S08000022,NHS Highland,C113H,Minor Injury Unit or Other,252,252,100
2021-01-01,S08000022,NHS Highland,C121H,Emergency Department,432,409,94.67592592592592
2021-01-01,S08000022,NHS Highland,C122H,Minor Injury Unit or Other,308,304,98.7012987012987
2021-01-01,S08000022,NHS Highland,H101H,Minor Injury Unit or Other,6,6,100
2021-01-01,S08000022,NHS Highland,H103H,Emergency Department,538,492,91.44981412639405
2021-01-01,S08000022,NHS Highland,H106H,Minor Injury Unit or Other,24,24,100
2021-01-01,S08000022,NHS Highland,H202H,Emergency Department,1817,1583,87.12162905888827
2021-01-01,S08000022,NHS Highland,H208H,Minor Injury Unit or Other,353,353,100
2021-01-01,S08000022,NHS Highland,H212H,Emergency Department,398,379,95.22613065326632
2021-01-01,S08000022,NHS Highland,H214H,Minor Injury Unit or Other,212,212,100
2021-01-01,S08000022,NHS Highland,H215H,Minor Injury Unit or Other,29,29,100
2021-01-01,S08000022,NHS Highland,H224H,Minor Injury Unit or Other,248,247,99.59677419354838
2021-01-01,S08000022,NHS Highland,H227B,Minor Injury Unit or Other,39,39,100
2021-01-01,S08000022,NHS Highland,H227H,Minor Injury Unit or Other,103,101,98.05825242718447
2021-01-01,S08000032,NHS Lanarkshire,L106H,Emergency Department,4252,3369,79.23330197554093
2021-01-01,S08000032,NHS Lanarkshire,L302H,Emergency Department,3963,3361,84.80948776179662
2021-01-01,S08000032,NHS Lanarkshire,L308H,Emergency Department,4638,3540,76.32600258732212
2021-01-01,S08000024,NHS Lothian,S108H,Minor Injury Unit or Other,40,40,100
2021-01-01,S08000024,NHS Lothian,S116H,Minor Injury Unit or Other,2410,1902,78.92116182572614
2021-01-01,S08000024,NHS Lothian,S308H,Emergency Department,3314,2976,89.80084490042245
2021-01-01,S08000024,NHS Lothian,S314H,Emergency Department,7761,6207,79.9768071124855
2021-01-01,S08000024,NHS Lothian,S319H,Emergency Department,2349,2290,97.48829289059174
2021-01-01,S08000025,NHS Orkney,R103H,Emergency Department,323,310,95.97523219814241
2021-01-01,S08000026,NHS Shetland,Z102H,Emergency Department,361,357,98.89196675900277
2021-01-01,S08000030,NHS Tayside,T101H,Emergency Department,2989,2830,94.68049514887923
2021-01-01,S08000030,NHS Tayside,T202H,Emergency Department,1083,1051,97.04524469067405
2021-01-01,S08000030,NHS Tayside,T304H,Minor Injury Unit or Other,419,419,100
2021-01-01,S08000030,NHS Tayside,T319H,Minor Injury Unit or Other,240,240,100
2021-01-01,S08000028,NHS Western Isles,W106H,Minor Injury Unit or Other,21,21,100
2021-01-01,S08000028,NHS Western Isles,W107H,Emergency Department,269,264,98.14126394052045
2021-01-01,S08000028,NHS Western Isles,W108H,Minor Injury Unit or Other,47,45,95.74468085106383
2021-02-01,S08000015,NHS Ayrshire and Arran,A101H,Minor Injury Unit or Other,122,115,94.26229508196722
2021-02-01,S08000015,NHS Ayrshire and Arran,A110H,Minor Injury Unit or Other,24,24,100
2021-02-01,S08000015,NHS Ayrshire and Arran,A111H,Emergency Department,3223,2567,79.64629227427862
2021-02-01,S08000015,NHS Ayrshire and Arran,A210H,Emergency Department,1639,1351,82.42830994508847
2021-02-01,S08000015,NHS Ayrshire and Arran,A216H,Minor Injury Unit or Other,31,31,100
2021-02-01,S08000016,NHS Borders,B118H,Minor Injury Unit or Other,18,18,100
2021-02-01,S08000016,NHS Borders,B120H,Emergency Department,1795,1337,74.48467966573816
2021-02-01,S08000017,NHS Dumfries and Galloway,Y144H,Emergency Department,517,484,93.61702127659575
2021-02-01,S08000017,NHS Dumfries and Galloway,Y146H,Emergency Department,1330,1219,91.65413533834587
2021-02-01,S08000029,NHS Fife,F704H,Emergency Department,3462,3095,89.39919121894859
2021-02-01,S08000029,NHS Fife,F708H,Minor Injury Unit or Other,68,67,98.52941176470588
2021-02-01,S08000029,NHS Fife,F709H,Minor Injury Unit or Other,100,100,100
2021-02-01,S08000029,NHS Fife,F805H,Minor Injury Unit or Other,515,514,99.80582524271846
2021-02-01,S08000019,NHS Forth Valley,V201H,Minor Injury Unit or Other,702,702,100
2021-02-01,S08000019,NHS Forth Valley,V217H,Emergency Department,3294,2668,80.99574984820886
2021-02-01,S08000020,NHS Grampian,N101H,Emergency Department,2894,2349,81.16793365583966
2021-02-01,S08000020,NHS Grampian,N121H,Emergency Department,651,641,98.46390168970814
2021-02-01,S08000020,NHS Grampian,N333H,Minor Injury Unit or Other,188,188,100
2021-02-01,S08000020,NHS Grampian,N334H,Minor Injury Unit or Other,174,173,99.42528735632183
2021-02-01,S08000020,NHS Grampian,N335H,Minor Injury Unit or Other,167,166,99.40119760479041
2021-02-01,S08000020,NHS Grampian,N411H,Emergency Department,1396,1271,91.04584527220631
2021-02-01,S08000031,NHS Greater Glasgow and Clyde,C206H,Minor Injury Unit or Other,753,715,94.95351925630811
2021-02-01,S08000031,NHS Greater Glasgow and Clyde,C313H,Emergency Department,1572,1375,87.46819338422391
2021-02-01,S08000031,NHS Greater Glasgow and Clyde,C418H,Emergency Department,3404,2879,84.57696827262045
2021-02-01,S08000031,NHS Greater Glasgow and Clyde,G107H,Emergency Department,4789,4228,88.2856546251827
2021-02-01,S08000031,NHS Greater Glasgow and Clyde,G207H,Minor Injury Unit or Other,1192,1192,100
2021-02-01,S08000031,NHS Greater Glasgow and Clyde,G306H,Minor Injury Unit or Other,1187,1184,99.74726200505476
2021-02-01,S08000031,NHS Greater Glasgow and Clyde,G405H,Emergency Department,5366,4002,74.58069325382036
